arr24,PC1,PC2,PC3,PC4,PC5,PC6
082,-1.5410237603922936,0.44214973303173744,-0.45349350674738986,-0.001305289574176197,0.06553477296740588,-0.03634288270495398
081,-2.448183584031343,-2.211636861236584,-0.6313743876748982,-0.03186601404050604,0.0941286612958388,0.18227337712490352
084,-2.8046379203590277,-0.45934045654046396,-1.2401543270392419,0.2626879256742098,0.2043276327902283,0.08906514868918405
083,-3.53377087902014,-1.86281182036813,-0.8273152383822892,0.38902333185554616,-0.20993374458526495,-0.03126012049746522
093,-1.7660428477382712,-2.122105471734267,2.490904738679169,-0.12928468515222843,-0.5604710355854878,-0.7356445770516866
092,-2.3828431935795944,-1.066872566689829,1.8212324493136756,0.8830074296880891,-0.15316295228278784,-0.03171017659233049
091,-0.4168497663907574,0.09318399838197722,2.814548706403439,0.8059832781879189,-0.018522895489533314,-0.13635802633391733
101,-2.665655492623976,-0.617055537901908,-2.447457117466526,0.813061505886299,-0.010690462036617924,0.5960809990022424
103,-0.8718590956683946,-1.6529970410246022,-0.8173481684807233,-0.5568479070030367,-0.141027311024045,0.2328822342355527
102,-2.580779859738449,-0.7746180534413901,-2.083337179240027,-0.3667659430839439,-0.10680850813043774,0.20551306226254268
111,-1.5093515826680852,-1.8459594642313675,2.7194166559244133,0.20081356175397427,-0.9242447390997859,0.029081810069425475
112,-3.0940911640729536,-2.625646278315173,1.97744365700682,0.7553046648647187,-0.40902151391021035,-0.22083373669367465
113,-1.961271165543195,-2.0804632100105547,1.7998804808886029,0.6687529032398405,-0.5927342779599902,-0.08504800837907825
121,-1.1338600831324002,0.520916872816525,1.5073763563462852,-0.09614827747606292,-0.06918991437353872,-0.4681763305266145
123,-1.6885497938456058,0.58781676868307,1.1686818356650084,0.4363634155804525,-0.03814757149689164,-0.3550693758562397
122,0.8026659163102844,0.8726729976532949,1.8452352122251956,0.04569310526069357,0.39927537496172066,0.008216222606753436
131,5.624293182412296,-0.25456448461310555,-0.1612024058414547,-0.07337925772982108,0.7608701087995158,-0.1765421709868778
133,0.9317711841583309,-4.96533577044687,0.7420719827170187,-0.5303410606284618,-0.4361089845827817,0.38815074751103895
132,0.12747729250544373,-1.8091118062924523,0.03468692004076034,-0.7218849509355483,-0.6359739839549765,0.2786457788777904
134,0.26688507738601536,-0.1896336483098553,0.8355246949246672,-0.20625173023941815,-0.5730183992753991,1.007165019484182
143,-0.7028021150245277,-0.046338360766811665,-1.4192361688656088,0.8787403456068114,0.4388250393538524,0.2615389965353845
142,1.9345423455643895,-0.027513110882309063,0.06544866062012658,-0.8363785569186478,0.5927096308216612,-0.43027251145370354
141,-0.06966528135911502,1.5814563747094783,-1.1797000216682185,-0.10141089104675806,0.6819405380063853,-0.0724330099350082
144,-2.2074284450562693,0.8068485537955483,-2.220064974484102,-0.7181468601311211,0.4698209072958356,-0.20389524332186126
504,-1.2139134978272434,1.2141897081442943,-1.0655763969911336,-0.6855140196822005,0.16245134783181064,-0.418472370172654
153,-3.166703989276148,0.4902826325384741,1.4730379934252382,2.698229353973755,0.9759633882714124,0.12522297608368876
152,-4.13782335178405,0.08942498978583799,-0.29897490803197196,3.1935533874674937,1.8976891120013735,-0.02042345376307989
151,-0.9479191700330986,1.0123911753170762,1.1949021152184203,1.2522455341884555,0.5387935675606801,0.13948056960984803
163,-3.278198182134143,-0.28210819539048626,-0.916584267554134,0.32420229962466107,-0.33348104714004795,-0.5561875672765833
161,-0.24216960173606442,-0.30598063897599254,0.6159372614571937,-0.6027276759174376,-0.682842640041939,-0.3335863041943984
162,-0.27596152916565714,0.8178701730702622,-0.6723905807269988,0.3577858380711606,-0.5734978965499946,0.3986688557957799
171,-2.796243101683621,-0.17000490424756892,-1.0897938811705459,0.904757986794238,-0.26649483827239456,-0.24853690843390647
172,-0.5189280331849998,1.1484601478615983,-0.015737937009472975,0.9426525300508174,0.18107256835316055,0.1999193341751956
173,2.8738241771647477,0.6402565674415587,0.8854765518159651,0.0347507360152399,0.15881763044889585,-0.2555248565072607
175,-2.668138323343936,0.01789748498341792,-1.308652761206467,0.04517623825785018,-0.2434154915894008,-0.5543577795637916
174,-0.8002645313390035,1.3037436162781113,0.06542635234967514,0.33261291294935547,0.05400719879262491,-0.2878444724259809
181,0.42379369657056204,0.4751381255891122,0.07799082896958891,-0.577661934110719,-0.31211252660884703,0.1275778705584867
182,-3.4300633805449854,-0.3583018801191636,-1.85255124701959,0.361007727510058,0.20499710352803396,-0.14642969548171847
183,-2.4817614122369234,-0.4396338894650556,-1.940175197204568,-0.47945356055242094,-0.21988896932637753,-0.0563886395120377
192,-1.0785136756251308,1.187718272241663,1.412532139357653,0.9900786020793286,0.29113901245337953,0.18188193159362798
193,-1.6208885839351952,0.8398010502936742,0.8346420215166572,0.6098370258616571,0.20030625455369636,-0.160622231643179
191,-0.17671049427071084,0.7280641175200159,0.8904720261901451,0.33458106482070515,-0.014242764551296217,-0.027683401702321985
211,1.6443954217601462,1.8906390911658935,-0.8280209458404212,-0.031391253469254816,-0.0778004922761904,0.43167502088656234
212,2.7196606218627517,0.3829056195035432,0.8384227493894918,-0.8341062071189902,0.3112893344056797,0.08887028076048162
213,-1.9365217251040472,0.5429870228284691,-1.9064804144951082,-0.11401052246348743,-0.013059574399481485,-0.3301713580584455
224,0.2547778276764411,1.5530805301568866,1.1010958446523287,-0.06791331541672234,0.09372842518022695,-0.18383003850172155
221,0.43596133191280706,2.1041106458202847,1.0208145582343207,0.1635817062376491,0.39061374635676166,-0.47947702884182497
222,-1.2438426227030626,1.2162472203009278,1.8493388148736967,0.7320511022319617,0.02229734155708153,-0.3627910662914545
223,1.1123258171941697,1.2287876083278035,1.2299032084029373,0.6022827024205561,0.8772377959410456,-0.3745515818182716
232,-2.327613946580234,-0.48098927111960843,0.14593614637942098,0.7463247469226716,0.2255504968836676,-0.27801964502737553
231,-3.4203152810372477,-0.8992371346843707,0.40669357630117153,0.5870665362661737,-0.18579472083853849,-0.6440846742753935
242,-2.8617411284069645,-0.4540053751579703,-0.7207600515783398,0.8467977677266136,0.6793475509844559,-0.5017046448751571
243,-1.165149688417205,0.13027737944220125,0.6548577875662378,0.5872128997894124,0.006633055202457459,-0.15797957556770395
244,-2.024498458103554,-0.5096320549773673,0.45352438221458824,1.0490405739028754,0.5352802035773538,-0.17500754813624073
241,-1.6711399794066772,-0.6099584658129222,0.5198849673692569,0.5766089047169946,0.15350627267401032,-0.19922973672166458
251,2.2640672461456077,-0.8575851697551075,0.5844319471179376,-1.3100704662605267,0.2637874699959637,-0.5261652796564579
252,-0.8633163658446233,-0.6509107550150024,-1.2333385305317464,-0.4403428699641578,-0.5618102863339679,0.6877552700720296
253,4.802873419001586,3.8817494290913808,-0.5624068268755676,1.9943484723270766,-1.781196114862812,1.6904220115118356
261,0.34526634865430544,-0.00048006928366583075,1.335623696572549,-0.616965354224155,0.5099713728032961,-0.658720612029787
263,0.758600302556032,-0.16861183661619009,0.6310441620331069,-0.9215031523660238,0.11882683405381203,-0.09210224956847222
262,0.2691873407557544,-0.47147083488177044,1.4523763666438063,0.07770838398882292,-0.14729571695281674,0.14179305697262232
272,-0.564195171541855,1.5347117675799122,-1.1591953608907684,-0.1422092546984187,0.03335237647402009,0.4501748209406514
273,-0.38352501108811266,-0.33101392722540557,0.4313556480842309,-0.21513311068814353,-0.2649467445086785,0.6892320892974895
271,-0.10724761422356328,0.4347970208032365,-0.6259073708156131,-0.20280072931843834,0.08748314814292367,0.8456225849341429
283,-0.4925638431897451,0.17654215318790256,-0.6793549337890815,-0.1921945763430215,-0.015094734096596054,0.9961772315220376
281,1.6410891785088257,1.6114497206772331,-0.29067429369027165,-0.21902020360081628,0.4455726700972938,0.6824242491344787
282,-1.9457596778498019,0.8207945014692363,-2.222206931701067,0.044454187928956675,0.30567440904809784,0.4058232708310245
284,-2.2206124228729442,-0.025823004242783568,-2.77748064322303,0.020197350273121462,0.6356853891803084,0.19470551697713923
292,-1.0322968091399087,1.6531154963250108,2.693395360040247,1.0830895091673398,-0.05795182635315069,-0.4006898571338267
294,1.2302961469779108,2.112582859649881,2.2032182751170897,0.5499304441754577,0.5732569520082949,-0.3312611085274309
293,0.2250101469202647,1.9960218727303143,2.4318753671482214,0.3266792480425761,-0.07674523038674752,-0.5401642426319438
291,2.5899149811380178,1.6153011571421199,2.4590843186173914,-0.5036426289574498,0.10471878596363522,-0.6679870623806312
302,0.0728247327747143,-2.0422884220503774,1.4859856172836539,0.0035984159256003336,-0.1758383624266875,0.25278845355792023
303,-1.6876098209452188,-2.19671872640431,1.6504282855148729,-0.1352453015053062,0.12550801551726215,-0.7743384090302513
301,-2.8582867618573364,-2.671711850424925,0.8967489656159902,0.1562318117818715,-0.496520348154133,-0.31821350707012147
312,-1.826379180561264,-0.6755326260734409,1.378411071511491,0.9236699203261041,-0.008861585603687504,-0.1304666829099868
313,5.190716711418737,-1.962139194942646,1.3280515644422328,-1.3273085859001892,0.6197685760907669,-0.8680679521618763
311,2.103801266451412,1.5480048957182817,1.6785576939598885,-0.5054902198032099,0.23154196514214137,0.11338515556953327
323,-1.7285937022036701,0.07315467105930253,1.1063189336181405,0.5896296169685056,0.18234392650109138,-0.40035314402043753
321,1.2220204484373458,0.6262386043977562,1.7277302939898027,0.1776393735270072,0.18896834102786048,-0.03656559542554822
322,-1.562039383688774,-0.48731231551149157,0.33580332757521114,0.23904865672468611,0.08553961827992453,-0.33906786616286594
335,-1.1411829091181895,-0.1779742244780662,-0.2838086636902767,-0.04754117137143043,-0.1491375220017991,-0.1351669209842907
333,-1.106321344397582,0.6087280398023637,0.13715421707718636,-0.01878356041406805,-0.03144853241663649,-0.35591326733247514
332,4.681573693697288,-0.7217886049785694,1.0038111489882482,-0.8609204349779582,0.5870422822355157,-0.5259441257625643
336,3.0885589158898408,2.6436192851987768,1.4139033571751258,1.287415624353889,0.2109861674606297,0.4682207939536619
331,-1.509468358383838,1.2791549679210275,-0.2646308545579269,-0.3059896130676909,-0.5020409412542062,-0.39197222605061227
334,-0.5654777649324508,1.779472982186688,-0.16431132671261137,0.5815264465476052,0.19128808089882113,0.2177495837677961
341,-2.533769910851178,-2.9922097559775938,1.566663649137332,0.9342833750200715,-0.5079370650706971,0.07846113331220371
342,2.3763985177460065,-0.6914991377188416,1.888287510735221,0.10215506678441569,0.41726135452218105,-0.6682638878186126
343,2.282237385413158,-3.07404581027292,2.014377946192658,-0.2347632198866318,0.5281974687476104,-0.4607605095372676
353,4.340448692090949,-0.042169040855063344,1.3370816761187487,-1.181167686563189,0.937751468798174,-0.897679885044714
351,-0.5371440487770182,2.3484125774412816,-0.401360604671629,-0.8824651552023931,0.055817162549930646,-0.32927414773788927
354,1.263677669423512,0.8619210713827489,0.7358287601312269,0.8043267925529776,0.3400576714562658,-0.10328921334818265
352,0.3003586372207938,2.9118405217114898,0.7784307189486592,-1.1696739975807982,-0.16277093885509172,-0.753704872747645
363,-3.2185408583666315,0.2390742308473551,-1.8438634120047803,0.28348472605308733,0.26107470930403964,-0.5881912381945696
364,-2.3998496530002624,0.7401943040603433,-2.335084661327806,-0.05836913496407981,0.3180664856988067,-0.015014576159505338
362,-1.8531522069300868,-0.274072803277217,-1.1159131245010931,-0.11259251306301071,0.138696351250191,-0.2599982499314851
361,-3.5519512669785587,-0.32341465405208997,-2.0240356835845272,0.3670786915522417,0.431824686236136,-0.42876893310414266
373,-0.4614342738414968,1.8248922535115932,-0.7712157610114176,-0.2504371524090931,0.2016302916698728,-0.32488569506260373
371,-0.6993312990958811,1.8411089329437795,-0.6685669531307163,-0.418873457366933,-0.10892007764413184,-0.2593445288164864
372,2.676631719283403,-0.39491429637778125,0.9203603442898142,-0.8724524180161146,0.18580847247830953,-0.26756367434965117
382,1.3801601739545497,1.8284278476060603,0.511108777505469,-0.7127612886477016,-0.03744095757684901,0.3548387081219739
381,3.956954423146849,-0.3208051836252266,-0.3852994836469735,-1.3912693786935444,0.9886952003775277,-0.49927952586865826
383,1.073478818208274,1.514970074314179,-0.0216014232244412,-0.696737196360749,-0.12052324764788255,0.38153990778731617
391,-0.1445947908350734,1.1765292893999624,-0.06247567590814663,-0.2848329235370296,0.06749790757914298,-0.19670549693885528
392,-0.04988395363065876,1.5173065075995367,0.3970821951123668,0.584017727791418,0.1762939003736323,-0.06937710674056928
393,2.0901669137539707,1.5039680645053297,-0.6949839080218029,0.8448366841196164,-0.7465732170608593,1.2761763948247702
402,-0.32592728102851054,1.7558334567905227,0.9919187712538093,0.25078954577253404,-0.1916742893276206,0.07583280742810977
401,0.7001324436322526,1.7973696605265923,0.9385455504276753,-0.13335673211018492,-0.3931082714155417,-0.1589920363938062
412,-1.1330919498872365,0.8511070353603903,-2.337202476244642,-0.34728236194101303,0.40845782930766455,-0.05347970161613388
413,-2.141062922586033,0.714261854174477,-2.4685113151392466,0.1655236869563658,0.5683944277212365,0.015938466286196707
411,0.7557499621489939,0.4450849903709184,-0.42333210638275787,-0.9669368745365062,0.029374480521751567,0.07891067776408187
421,0.9075034625797244,2.402700918110597,0.1717925914609504,-0.5912375544453419,-0.0929816731789499,-0.283743255602832
422,-1.2364160145406444,0.4673902343726425,-0.7426957878071044,-0.7322447157344297,-0.21943275849814323,-0.33194815046466547
423,-0.8243413560561504,-2.097011952895523,-0.07923774175944573,-1.3788677562869485,-0.6470613606531663,-0.28267117672984815
431,-3.07249016727439,0.3802372257200142,0.6792017393130189,1.5537747180347008,0.6873584181594551,-0.4141286619412544
432,-0.6068349731943304,0.8329100636674331,2.323169462572159,0.5455004607676953,0.34235804490368865,-0.12840755395108983
433,-0.24589461436393512,2.362608882213424,1.0622263441434214,0.32039735319531326,0.18598204309260477,-0.3857360875610872
445,0.7226791493300844,2.942388570847932,0.7786609877796727,-1.2957320907397851,-0.3336258283674697,-0.687839179924658
442,4.6345659290086365,0.3935517794586278,0.7602728628008644,-1.6352835211888181,0.6631084621201959,-1.0153078646868183
443,1.3464878750582367,2.3860099854571413,0.4369424203457656,-0.3737923031124135,-0.23337702164141877,-0.23994706059048665
491,2.2619161609940246,-0.023949397504805403,0.4016668341704047,-1.339999142410509,0.4286413866164991,-0.8240981147332155
451,-2.15067268298435,-0.8244624816363907,-1.9750540987974132,0.05947700394416841,0.37116339108447405,0.42360694231311896
453,-1.517959895679953,1.5984767705929004,-1.8005284719174954,0.04539005750665196,0.1483703176595688,0.5860898938741332
452,2.2252790910624047,0.20537315674606313,0.4670639762771381,-0.8354361655505903,0.41499998721211173,0.3296080788071023
461,-0.1408568194720634,0.010520642794307568,2.065287231554752,0.6037507463029059,0.20743355227093335,-0.20051078887992685
462,-0.16954815263047382,0.7074542197210054,1.452459622799732,0.25901219487933946,0.3298362638394401,-0.19956779963052432
463,-1.333619123710746,0.03433167934417739,0.9707085929031672,1.1123320958926133,0.2770599390391816,-0.1658789306485294
471,-0.03070207393288348,-0.523869386632751,1.4901041123638181,-0.10242530778960511,-0.335820350587243,0.1538375817312893
472,-2.7775268905224606,-1.1819249994767804,-0.9941918481085213,0.18350120676724824,0.22233210271928205,-0.20064760181756666
473,-2.9363379088390236,-1.3941646776750993,0.1213549934871615,0.35957466507917635,-0.25561417380311185,-0.2685578695898787
474,-2.1095371886278853,-0.5882206567840101,-0.8509217164590189,0.40951659780606225,0.4066116666691722,-0.3547382573592307
482,-0.5688979244650412,0.9966057761248259,2.3673773585096347,0.4577946278945135,0.32018053002110225,0.22237540573187053
481,-1.7710631145345817,-1.5552915532795433,3.069001731162343,0.4349479328654407,-0.14020706873123917,-0.756773592657694
493,-1.8186673972955918,0.5846012557351711,-1.2231996111169663,-0.4203725729853341,0.32896341873340224,-0.3512832244029917
494,-1.5967700712973316,2.22835387822209,0.005054275034071617,-0.9375894130155944,-0.32959450168332005,-0.5050546658285479
492,-0.8050977228745723,2.48251035101407,-0.14055864014759575,-0.7196160048542514,0.2180835755172193,-0.14346274228276282
502,0.13502627072740017,1.57995590013995,-0.36485184474465093,0.049691880651333994,0.07206043861132373,-0.00620534806205401
503,-1.7364858780773296,0.6921260354861759,-1.6508079321267382,-0.060753396986420787,0.0958771462852315,-0.3844777154622109
501,-1.2873861126732524,0.8449260622382421,-1.4035147547510642,0.40370085673983525,0.6312211912815265,0.011499681087689657
514,-2.508393429908566,0.20135265845501835,-2.478377235913451,-0.4421668149663708,0.06341653266702836,0.3001038128531558
512,0.031893775907564176,0.8964670753468044,-1.9865262704776312,0.4639142072356808,-0.31245310690376416,0.9720895923747683
511,-0.7041304121429303,0.31246747331250635,0.07769222261457352,0.20840046008569837,0.020904746760319788,0.5791034153768561
521,-1.585455769297172,0.7045218033882013,-0.4975255460424712,0.43485868047319454,0.1794188523393958,0.4021235000246615
522,-2.2834259292026595,1.0475696103906282,-1.457280014687458,0.6266984680420099,0.28525521709026525,0.08273011723380275
523,-3.4624832859837147,-1.0999450656040364,-1.6541672409244337,-0.41443962576418886,-0.42696874659251266,0.2407682514714883
532,0.9401512132537352,0.7832909498499083,-0.03249427319360193,-0.8098755274162884,0.4531502432017128,-0.10111523328732155
533,-2.3065072535790248,1.4758681723336173,-1.4370239940364828,-0.2695306568374704,0.34233751470733786,-0.21797693627452958
531,-1.7606105974469761,2.0403063363288605,-0.9980055365707203,-0.4720819993219486,0.28214011249961907,-0.4386987775632127
543,2.3954208858524884,-1.196072857364366,0.3941541317468273,-1.4217404865982206,-0.26622566433543954,-0.2567303946698699
541,-1.3809165210277423,-0.5566685381755179,-0.9825939546943694,-0.0737294415097648,-2.0834789781370273,-1.1190732437213475
544,0.3938750409194796,2.118737310827635,0.45748212439326486,-0.7101387738703047,-0.8448344019751397,0.2655854671035279
542,-1.6652126624016672,0.8886049416228178,-0.5256780525144618,-0.2633005599778311,-0.5057230352514988,-0.11226660916854618
552,-2.074323732900512,0.7661226691586689,-1.0500169692907817,-0.6549730656926466,-0.7435681883960812,0.15837846206309852
553,-1.8028396132068585,0.26318487616255964,-0.2454857253875023,-0.164300488621477,-1.1645666961456564,-0.11334717273387024
551,-0.7572693004822726,1.2461489624211672,-0.6551659857767188,-0.6109311865960554,-0.37350781892121876,0.3430481425581205
563,1.7078237221251118,1.9610783835920735,1.5468719447854538,0.34341822536636707,0.2551979820686684,-0.19206087199841193
561,1.3300339225614868,1.4868300680668753,1.6606526328548095,0.12373046858105853,0.05391834405980249,-0.24800440142174224
562,-1.6290372850911434,1.6895088186698834,0.6154864359325762,0.39382276598634625,0.11352589172978847,-0.32844015007998223
577,1.2490971301982319,-0.6406564895615317,-0.8817523765962226,-0.47630359552532764,-2.3199894776068417,-1.7252791099107965
575,-0.7749035805635796,1.6406973405599485,-0.8133074764079219,-0.3433024024519275,-0.34740828493734155,-0.06797334764183627
576,-0.4780634185095458,0.5488094004709806,-1.3495045230490992,-0.24683271374704313,-0.7101092852245655,0.0363625046828179
573,-1.8637449079925092,-0.8928759985118152,-1.4304306585943443,-0.9042778857429841,-1.2523991486406794,-0.0801880953847367
579,2.2864062863486825,-1.1094161437920507,-0.0002874672328001986,-1.0785443167646849,-0.7108320769097392,-0.5934621479663875
581,-3.4911306679685956,-0.6326061912748511,-1.2144131091875927,1.1197293268275508,0.42103296686062985,-0.3398053070153426
584,-2.1396400509305766,-0.026520040023555444,-1.7379014762423217,0.26792020108921827,0.2016487996504802,0.16842120052209295
582,-3.351554687221846,-1.1954261675802038,-1.8873694905161773,0.8979653964977841,0.5429535230009623,0.0958348192518262
583,-1.6697423750946991,-0.2749974424167781,-0.36370516213603865,-0.06713432475732209,-0.4926547494386001,-0.021150042162305187
592,-2.4505582542984015,-1.5695335437073408,0.09046335743245515,0.043475255853845686,-0.1948343540458919,0.10104982870375667
596,-2.6638081943212764,-3.2412390542660257,0.26505105024649156,-0.6572388153982519,-0.7735273301616705,-0.15598719795494403
591,-3.2324669412067144,-3.100959701225213,0.5737124031862426,-0.2493685979307282,-1.021896888234734,0.02863357496195999
593,-2.0092848647299566,-1.8355079155178662,0.4329650817581281,-0.25509144452027416,-0.6140770848534589,0.13990218630735035
595,2.0587291508854317,-3.7026913689085315,0.11494512067802704,-1.070050740436156,0.2973093421248297,-0.12383705150713313
594,-0.9015949405191026,-0.2641120463483812,0.527946122526022,-0.11630280950450071,-0.05606439426819438,0.4089795869035204
601,-0.446169788533111,0.21984444039459192,-0.6838556515983646,-0.1307853090010864,0.04513872498955173,0.7299948625934592
602,0.2820942210988191,2.1509653363830665,-0.3502304196333613,-0.23852668710171826,0.6281192910485811,0.8204704253894902
604,1.659778379267461,-0.9728829424339386,0.12108179534322454,-0.06328698798776462,-0.18567554951123508,1.3800049740607998
603,0.7887352205956466,-0.19863109141949783,-0.7128015383816588,-0.4024575484647198,0.05628042484559194,0.5316629392697693
611,-1.4785690911233353,-0.8756613749302334,-1.430132268330429,-0.7115711919019027,-0.22437352910239503,-0.13282732470856853
613,-2.4928015845161857,-0.3215836537802732,-2.790441430218559,0.11258443791204523,0.6263893840811406,-0.08621042555872913
612,-2.668757765438926,0.20916796872436122,-2.1996011927320196,-0.4055152518618817,0.07211137881521124,-0.2836774960400068
627,-4.073973405796069,-2.4458869900284097,0.6147557346936517,-0.047476564044273986,-0.5350560424978152,0.24063470444166243
621,0.0808109309814873,0.14781295172995873,1.3535099361916916,0.49895266517306575,0.11564436170515459,0.27741881098992405
625,-1.7951535795381621,-0.2538076585303311,0.4546650299026494,-0.18942168962336353,0.08065811181368086,-0.1252776492455429
624,-1.4254446991559853,-0.5512043702105475,0.36520759259466784,1.0888339856088054,0.2787107222029777,0.6332786575903048
626,-2.381442816262455,-1.6107513543607725,1.1025355304235016,0.12391827961992548,-0.6294020910906334,0.600526259827378
623,-1.9333063308481608,-1.9416001725832703,0.35810544406747596,0.3677217221552414,-0.028836330493298815,0.36447237959706785
622,-2.060218630274011,-0.7644211726768464,1.0253439353807723,0.07368855113255932,-0.49148316867715186,0.1472635481497556
634,0.6939580011839906,2.2498581542559073,0.42375422571173355,-0.014567828453811953,0.30638127156874545,-0.24288122347364832
631,-2.5555188106845312,-0.4830645413534259,-0.5025020833877895,1.1147966077533167,0.7733283699158008,-0.17141114636950996
633,-0.9224075561943296,1.4131868042547395,1.1290543018435448,0.6631559063662259,0.20242612867534865,-0.2608417050016469
635,-1.882198753185748,0.37983311350150284,-0.4239402187064288,0.38156386898181466,0.507579461555105,-0.22064398554695305
632,2.421773577446114,-1.0146579908135138,1.1566755374345117,-0.011073090668897908,0.6166735613008173,-0.3121269998042477
643,2.069571686673007,0.5454475698076335,1.0785983902706255,-0.7228242242791397,-0.3597026784244156,-0.5177458321950591
642,-0.8579024939374963,1.1596875347064157,0.3826078418246985,-0.13568431267515815,0.05242025537950249,-0.8042597357014366
641,2.700502326038366,0.4364760003160848,1.5154407824158538,-0.31182186927826244,-0.24460538098850854,-0.589727937070743
651,-1.814699547452239,-0.07897887633237652,0.7803812360606576,0.6375319596224225,0.5743703872108769,-0.9103329095215746
652,-1.0420458869956697,0.6039310915266943,1.3173664831216882,0.716640717722214,0.7214763876910727,-0.4787106388188939
653,-0.6943168136370343,-0.06886944665103209,1.2127842267543096,-0.07650944181916068,-0.3639479439070297,-0.5389110059407606
661,-1.2134923101899042,-0.8997870250038945,1.2148086974036847,1.3557748161381784,0.24757440867293523,-0.08469996670580704
663,-1.9733880147145781,-1.7797370956607312,2.1634063223743105,0.6688026776137858,0.003563444300234633,-0.6078835201079423
662,-1.648790859851267,-3.9593747891180064,1.8247926059055624,0.3055069782004251,-0.676155979522268,0.10027006861315614
678,2.8197162146476558,-4.115836846861633,-0.3287539124167054,-2.3127531940657597,-0.3858029231524931,-0.8955006436101669
674,2.5301551626617753,3.2628013868492673,-1.0658683249072216,-1.3647861448972947,-0.7010557861357336,-0.10863771512000162
675,2.817819892438344,3.0669921906368427,-1.1518722654125964,-1.8158659134949222,-0.6869162404560165,-0.09863287652712621
673,3.0832850463941512,3.800322050977847,-0.9203126886318309,-1.3152031562519146,-0.5670962458890336,-0.016949708179626908
672,1.977208528630704,3.2410819495372167,-1.8525782436288751,-0.9605774598814638,-0.9157374371485197,0.1964169650504486
682,2.349594859276753,1.3452872197082133,-0.7740127663261476,-1.3737417396204552,-0.9602390603477606,0.07820642550297609
681,4.461840261803643,3.7609173397552746,-2.421744976139604,0.5440995561496358,-1.7243836442225438,0.8685245590493056
686,2.048477929604803,2.557932407336117,-1.1777510937116562,-1.5158907156547385,-0.9457238411248846,-0.046204469571915055
684,2.1788490910820713,-2.321595932798926,-2.0568298186465146,-0.9427968310388732,-2.4246079295348775,0.5426248433435019
692,2.2168654217187522,1.0209626712271176,0.25289736140913627,-0.4636490452916381,0.04653228830553841,0.35252727441876275
691,4.623300337869929,-2.6841619804671213,-0.3192070642753079,-1.2292384536329257,0.5908574899440663,-0.29897782531858075
701,-1.7879488002620036,0.6177387610254111,-1.151105989172053,-0.6053217857446401,0.09847272953129203,-0.13190761484531283
