bv2022,PC1,PC2,PC3,PC4,PC5,PC6
01093,1.5427002873031284,0.8691619467400519,0.8487763282865977,-0.1222297244103057,-0.09996251819189979,0.6557925143743555
01004,0.8107995654299476,0.42301132977394507,0.880752157937518,-0.025025120502522452,-0.14060276175313455,-0.042117009191268866
01333,4.557681336943185,1.2583034861302818,0.8792899035562409,0.12959460358512132,0.4346670659192481,0.32706639973184887
01034,0.015506856601430674,-0.002198903443097383,-0.19029862564187025,0.08056503939953427,0.18132241485875839,-0.16652900203907084
74269,2.6173514351078504,1.2540283104507435,0.21373766580700884,1.8234319927726095,-1.5845010465636866,-0.15620043136412048
01283,-1.8365248124184042,-0.08581308862662416,-1.547458023347514,-0.7206758640332175,0.24842656773237476,1.272562668137077
01185,0.24021474669313528,0.6857241561951566,-0.10967688873544602,-0.6447245056595384,0.023450330488046144,-0.8554330087585592
01305,-0.4148584962992556,1.2911520616217562,0.438826660185779,0.19596214296118705,-0.04522773862793887,0.23245128589237699
69264,2.4189176608187153,-0.4784390094476049,-0.7143755326054434,-0.48977930535516345,0.1633188120491159,0.4312162362013204
71270,0.5426402019741613,-0.24330983963008818,-0.6904026340722735,-0.2995595721694297,0.20138005352596472,0.36096676066009936
01266,0.7536872820711735,1.881886720787688,1.556968962064711,-0.055793041159325193,-0.2805850882910066,0.16542068442342517
01262,2.57323316308655,0.12757694394634142,0.5318313626179971,0.6920289200302269,0.44972722127288633,0.5646330355294933
39475,-1.4084580303580627,1.0815737727817636,0.3688166167366297,0.31345996081753447,-0.01750690900333841,-0.240539906860975
01033,1.8356831945776713,0.4892739611921901,-1.3195954263637644,1.4559599015153342,-2.0815937330244005,0.04550934423770431
38247,-0.2021092882024643,1.334766486878144,1.501167697464199,0.6129080036947571,-0.011050207163554947,-0.4757054398947985
01138,0.36537606241742887,0.8266308807606798,0.309929214327853,0.3418621909261381,-0.37349652159364205,-0.5270852193625469
69019,1.2611131406657026,0.7077329141623565,0.8585740163415844,0.24657115253935796,0.10746124085311876,0.429403891731106
69123,4.260036830480535,-2.0207739741107056,-3.6904340058982044,-2.1446937212647947,-0.08393490332216046,0.12679227535102705
01443,1.971440373178449,1.0228350598629303,0.44205486978055614,0.058748645734982355,0.2706365874645866,0.24764495889883364
01457,0.7596161803616732,1.161939020346783,1.7096187531006246,-0.14064256493162355,-0.44367228770886735,0.4293643687938767
01244,3.8338573022754363,0.6789064107663916,0.3606985327097837,0.2260069468167387,0.495531085256166,0.11618998873187437
01072,2.413163560200058,0.9639996293763875,0.7069316645405902,-0.1586555710673146,0.43803356535925386,-0.21508137763653282
01053,0.8640321205622885,-0.6404803282257977,-0.36182510412025337,-0.3427234485363626,0.13690520232515663,0.07046949950537422
