arr24,real_value,mean_prediction,median_prediction,desc
012,0.72992700729927,1.30507103636093,1.30833737870642,dml-diag_tabacco
011,4.43686006825939,1.55976197607726,1.59317702850597,dml-diag_tabacco
014,2.46217739543162,2.19916790073341,2.24496137505332,dml-diag_tabacco
013,0.498866213151927,1.15881861186385,1.16836674674893,dml-diag_tabacco
022,3.94912985274431,2.27334535284274,2.25992003824144,dml-diag_tabacco
024,1.43661971830986,2.40723367324524,2.39565389458443,dml-diag_tabacco
025,3.24189526184539,3.16001458403155,3.1903763384027,dml-diag_tabacco
023,2.40710446365973,2.67022961071489,2.64223104553219,dml-diag_tabacco
021,3.45415778251599,2.48467756272164,2.54695730058746,dml-diag_tabacco
513,1.6415307274033,1.6323915306904,1.62794331305374,dml-diag_tabacco
033,1.95899772209567,2.13733850021458,2.13958548510732,dml-diag_tabacco
032,1.74950298210736,2.13854861541592,2.11893571493838,dml-diag_tabacco
031,0.990916597853014,2.44148322520365,2.47423849701226,dml-diag_tabacco
043,1.28558310376492,1.81380915384207,1.81863240922938,dml-diag_tabacco
044,1.59554730983302,2.01286131306416,2.00595334630972,dml-diag_tabacco
042,5,2.6211489110255,2.62978727094155,dml-diag_tabacco
041,4.14507772020725,1.85479013780866,1.88869024489943,dml-diag_tabacco
051,1.80383314543405,2.40423753639863,2.45937522481128,dml-diag_tabacco
052,2.02881505439577,1.23542536620228,1.24085823666839,dml-diag_tabacco
061,0.798566675198362,1.14421114557024,1.12816002520317,dml-diag_tabacco
062,0.720604604839182,1.15442365176125,1.13188617337077,dml-diag_tabacco
073,1.29579982126899,1.53692503003213,1.52354857501397,dml-diag_tabacco
071,2.87100687424181,1.57298811836263,1.52895744644782,dml-diag_tabacco
072,1.94174757281553,1.85811232081474,1.85380659237647,dml-diag_tabacco
082,1.76715176715177,2.94623040668927,3.01213838332494,dml-diag_tabacco
081,4.13606494008504,3.68162256155755,3.65567349263131,dml-diag_tabacco
084,3.89380530973451,3.64904492780965,3.69155393858213,dml-diag_tabacco
083,4.95558672276765,3.36522384112551,3.36938431109115,dml-diag_tabacco
093,2.53807106598985,1.99579692883265,2.02856972962983,dml-diag_tabacco
092,1.41772151898734,2.0353161335514,1.9811242950248,dml-diag_tabacco
091,1.05433901054339,1.64802406897122,1.65150699328571,dml-diag_tabacco
101,6.65634674922601,2.97112762383823,2.93942415685604,dml-diag_tabacco
103,4.58755426917511,2.6754332740237,2.69847274486695,dml-diag_tabacco
102,3.55270821199767,2.5977370912988,2.55590083249557,dml-diag_tabacco
111,1.16804822908817,1.79642850687602,1.79553947133176,dml-diag_tabacco
112,1.85185185185185,2.20382569247565,2.21694753527794,dml-diag_tabacco
113,0.659340659340659,1.40131296262446,1.38311039781136,dml-diag_tabacco
121,0.833333333333333,1.42449843582214,1.4267128032096,dml-diag_tabacco
123,1.10213078618663,1.98825799523729,1.97147396705222,dml-diag_tabacco
122,0.91533180778032,1.4506027675649,1.45585676650948,dml-diag_tabacco
131,1.27689347559909,1.36474273439849,1.40198381456969,dml-diag_tabacco
133,0.980833811122942,1.10293431622333,1.11455986568272,dml-diag_tabacco
132,1.45268943855516,1.26432322493462,1.23744373104869,dml-diag_tabacco
134,0.705300661673817,1.24523437420177,1.26643230937562,dml-diag_tabacco
143,4.02090872537193,2.21000775004539,2.21337214984919,dml-diag_tabacco
142,0.869864783395056,1.65634527946849,1.60841781856146,dml-diag_tabacco
141,2.36742424242424,1.99256482059292,1.98145192775428,dml-diag_tabacco
144,1.63697640828117,2.38123730558,2.41574491874498,dml-diag_tabacco
504,1.70387779083431,2.56114770152631,2.57126245057128,dml-diag_tabacco
153,1.08864696734059,2.02854607344139,2.0289636862176,dml-diag_tabacco
152,1.68918918918919,3.07036643922712,3.08259514512551,dml-diag_tabacco
151,0.850492390331244,1.69602080286738,1.70883389998087,dml-diag_tabacco
163,4.08055113937467,3.04383908114779,3.01966556308519,dml-diag_tabacco
161,2.83018867924528,2.03824357550712,2.05595532125346,dml-diag_tabacco
162,3.55987055016181,2.36360936253825,2.35270024281735,dml-diag_tabacco
171,4.00600901352028,2.63803341355444,2.6434737798178,dml-diag_tabacco
172,4.19610361806894,2.2925702234606,2.30105991079331,dml-diag_tabacco
173,1.16731517509728,1.85802571313592,1.84478500057207,dml-diag_tabacco
175,3.0684500393391,2.83924266625686,2.81948877388126,dml-diag_tabacco
174,3.7155840684309,1.9491030275506,1.92139869697723,dml-diag_tabacco
181,0.836820083682008,1.52731951876587,1.54414702330589,dml-diag_tabacco
182,3.91389432485323,2.37444431957787,2.34035090373143,dml-diag_tabacco
183,0.502260170768458,1.99533234610042,1.96769509717457,dml-diag_tabacco
192,2.02082057562768,2.28799235370441,2.27829069042548,dml-diag_tabacco
193,1.57728706624606,2.54908495896672,2.55309151387401,dml-diag_tabacco
191,1.59395973154362,2.08583246214616,2.07931020015762,dml-diag_tabacco
211,2.6468689477082,1.97001466498591,1.99079348278518,dml-diag_tabacco
212,2.91316978695933,1.87581298084978,1.89853738411597,dml-diag_tabacco
213,3.69426751592357,3.21572616785862,3.28350172867937,dml-diag_tabacco
224,2.1968984962406,1.8335472056604,1.85598656670089,dml-diag_tabacco
221,1.24202752601544,1.83826846747023,1.84569240384227,dml-diag_tabacco
222,2.08779443254818,2.04532232184865,2.10549298463025,dml-diag_tabacco
223,1.78743961352657,1.72599998445487,1.68781638773992,dml-diag_tabacco
232,3.89527458492976,2.53507454801345,2.53699602086811,dml-diag_tabacco
231,1.63710777626194,3.17237940745186,3.15657618954635,dml-diag_tabacco
242,3.81679389312977,3.1516455651159,3.11005373262204,dml-diag_tabacco
243,1.81786092481468,2.1236718599884,2.11398227402865,dml-diag_tabacco
244,2.17519106407995,2.52085469508247,2.58189812743392,dml-diag_tabacco
241,2.0711080428029,2.33043440595325,2.34808164094595,dml-diag_tabacco
251,2.20253164556962,1.95205924339041,1.99369427036711,dml-diag_tabacco
252,2.50501002004008,2.21461156594105,2.22118666673873,dml-diag_tabacco
253,2.02196704942586,2.02219148099579,2.01777941632719,dml-diag_tabacco
261,1.18343195266272,1.66341925980253,1.65962904295017,dml-diag_tabacco
263,1.3660661255197,1.5253058173312,1.52558922385244,dml-diag_tabacco
262,2.33982068663897,1.31043426766871,1.28849031911155,dml-diag_tabacco
272,2.60955892781166,2.13621447859845,2.15134121762648,dml-diag_tabacco
273,1.5852885225111,1.84517640196329,1.8447153257624,dml-diag_tabacco
271,0.954849270222343,1.62108490686276,1.60135218565013,dml-diag_tabacco
283,2.29681978798587,1.57885219671526,1.55890773040878,dml-diag_tabacco
281,1.23925974884336,1.16051914195101,1.15400709811266,dml-diag_tabacco
282,1.89393939393939,2.27821813252342,2.26952974180991,dml-diag_tabacco
284,2.51196172248804,2.76805977095624,2.74433175345119,dml-diag_tabacco
292,1.91256830601093,2.09817908903323,2.13513251165146,dml-diag_tabacco
294,1.35552913198573,1.87632751895726,1.86826476322471,dml-diag_tabacco
293,2.68146093388812,1.88698598175258,1.87643943804011,dml-diag_tabacco
291,1.16467639687454,1.69754535129619,1.69621148278271,dml-diag_tabacco
302,1.50912996777658,1.5776667581356,1.56864624696323,dml-diag_tabacco
303,1.69811320754717,1.893034120456,1.92784188355802,dml-diag_tabacco
301,1.0314465408805,1.8413921089893,1.83915796314511,dml-diag_tabacco
312,1.45985401459854,2.16028181184977,2.19313301580677,dml-diag_tabacco
313,1.1618393061692,1.41185568015281,1.40754830178163,dml-diag_tabacco
311,1.12572579689537,1.48994830739564,1.49468988732248,dml-diag_tabacco
323,3.56200527704486,2.38907791157366,2.37514934439911,dml-diag_tabacco
321,2.17687074829932,1.93713422394984,1.94188904892683,dml-diag_tabacco
322,2.82894736842105,2.44495932311626,2.43533316553189,dml-diag_tabacco
335,2.05599300087489,2.24740747203219,2.21126669175923,dml-diag_tabacco
333,2.24428139835995,2.48154762309832,2.49880531815312,dml-diag_tabacco
332,2.6749356424058,1.52682992764942,1.525670876594,dml-diag_tabacco
336,2.03415851084245,1.64436522766074,1.62971140946307,dml-diag_tabacco
331,2.02860858257477,2.28086449970166,2.29971833943666,dml-diag_tabacco
334,2.0796719390744,2.362081390401,2.30442520527971,dml-diag_tabacco
341,0.859570214892554,1.55230939121692,1.52817735676041,dml-diag_tabacco
342,0.60790273556231,1.29669757976346,1.30433437965056,dml-diag_tabacco
343,0.593524540640438,1.17766355284007,1.16931428105361,dml-diag_tabacco
353,0.900057229072369,1.02640642518463,1.04432691262517,dml-diag_tabacco
351,1.30310603355944,1.88132139566726,1.88231110986807,dml-diag_tabacco
