variable,beta,std,zval,pval,description,dispersion,pseudo_r2,aic,nobs,df
prop_robinet,-0.0185532894746274,0.0375377522738165,-0.494256804171217,0.621124827280891,negbinom-arr24-female,1.16168410065937,0.297741086891179,1443.02413448998,315,282
water_ph,-0.249688000171131,0.415819694947431,-0.600471798726842,0.548191850125103,negbinom-arr24-female,1.16168410065937,0.297741086891179,1443.02413448998,315,282
n_equip_d2,-0.0855037790269892,0.026135015340642,-3.27161770951878,0.00106934063566765,negbinom-arr24-female,1.16168410065937,0.297741086891179,1443.02413448998,315,282
n_equip_a1,-0.111657292477299,0.0679570378084463,-1.64305708544908,0.10037112278986,negbinom-arr24-female,1.16168410065937,0.297741086891179,1443.02413448998,315,282
n_equip_c1,0.0841924631458945,0.231462712616893,0.363740933448949,0.716051473636315,negbinom-arr24-female,1.16168410065937,0.297741086891179,1443.02413448998,315,282
n_equip_c2,0.595306919542203,1.54690322268851,0.384837855924537,0.700357550114901,negbinom-arr24-female,1.16168410065937,0.297741086891179,1443.02413448998,315,282
n_ape5610c,0.0816534265771831,0.0666565263355739,1.22498772537454,0.220579845327436,negbinom-arr24-female,1.16168410065937,0.297741086891179,1443.02413448998,315,282
n_ape9312z,-0.0740181872830309,0.0591647297631394,-1.25105257100566,0.210915297978216,negbinom-arr24-female,1.16168410065937,0.297741086891179,1443.02413448998,315,282
n_ape4722z,0.391700803313424,0.396259949262393,0.988494557783456,0.322910498455912,negbinom-arr24-female,1.16168410065937,0.297741086891179,1443.02413448998,315,282
n_ape4723z,-0.119752761273589,0.560502853575878,-0.213652366815966,0.830818159327944,negbinom-arr24-female,1.16168410065937,0.297741086891179,1443.02413448998,315,282
coups,0.0633766599555829,0.0285499550907859,2.21985147626508,0.026428851294621,negbinom-arr24-female,1.16168410065937,0.297741086891179,1443.02413448998,315,282
ac_prop,1.17668580581043,0.786968346472309,1.49521363989426,0.134858694879644,negbinom-arr24-female,1.16168410065937,0.297741086891179,1443.02413448998,315,282
water_no3:prop_robinet,-0.000107001335430097,0.000111954195929038,-0.955759938626333,0.33919353244861,negbinom-arr24-female,1.16168410065937,0.297741086891179,1443.02413448998,315,282
prop_robinet:water_ph,0.00243990478187736,0.00486729610212953,0.501285463362268,0.616170234360659,negbinom-arr24-female,1.16168410065937,0.297741086891179,1443.02413448998,315,282
(Intercept),-8.12907764989199,0.676133862028284,-12.0228820155615,2.69408003436185e-33,poisson-bv2022-female,0.98858908295431,0.0243848908049706,3369.00381974716,1628,1602
PC1,-0.0350213351873038,0.014143581912334,-2.47612913082245,0.0132815531580609,poisson-bv2022-female,0.98858908295431,0.0243848908049706,3369.00381974716,1628,1602
PC2,-0.0358274070623326,0.0295247913319145,-1.21346859524136,0.224950714247381,poisson-bv2022-female,0.98858908295431,0.0243848908049706,3369.00381974716,1628,1602
PC3,-0.0240648680524384,0.0258673133288256,-0.930319579251446,0.352205643377143,poisson-bv2022-female,0.98858908295431,0.0243848908049706,3369.00381974716,1628,1602
diag_vitamin_d,0.0667009190811787,0.0535059216121039,1.24660817104942,0.212541204186506,poisson-bv2022-female,0.98858908295431,0.0243848908049706,3369.00381974716,1628,1602
diag_calcium,0.296485950407882,0.16658015414826,1.77983957287014,0.0751022192364307,poisson-bv2022-female,0.98858908295431,0.0243848908049706,3369.00381974716,1628,1602
diag_family,0.0389972819239084,0.0375909391468249,1.03741174892148,0.299544005130397,poisson-bv2022-female,0.98858908295431,0.0243848908049706,3369.00381974716,1628,1602
diag_other_minerals,-0.0190883742093979,0.204293472746356,-0.0934360454731582,0.925557155612911,poisson-bv2022-female,0.98858908295431,0.0243848908049706,3369.00381974716,1628,1602
diag_tabacco,0.0148127815219352,0.0246053389469322,0.602014934802678,0.547164196109598,poisson-bv2022-female,0.98858908295431,0.0243848908049706,3369.00381974716,1628,1602
diag_vitamin_b9,0.0438707257429424,0.100400897741845,0.436955512646358,0.662143611611735,poisson-bv2022-female,0.98858908295431,0.0243848908049706,3369.00381974716,1628,1602
diag_vitamin_b12,0.00578431090304855,0.121530861128999,0.0475954078603031,0.9620386918804,poisson-bv2022-female,0.98858908295431,0.0243848908049706,3369.00381974716,1628,1602
somo35_mean,6.81405226068477e-05,3.3332449687984e-05,2.04426987049235,0.0409268940071852,poisson-bv2022-female,0.98858908295431,0.0243848908049706,3369.00381974716,1628,1602
pm10_mean_concentration,0.0192061741189575,0.0220378152901155,0.871509896335866,0.383475804710445,poisson-bv2022-female,0.98858908295431,0.0243848908049706,3369.00381974716,1628,1602
o3_mean_concentration,-0.0113046795490981,0.00888839528639375,-1.27184707529864,0.203427459212467,poisson-bv2022-female,0.98858908295431,0.0243848908049706,3369.00381974716,1628,1602
no2_mean_concentration,-0.0327540670196258,0.0129042062409143,-2.53824732867142,0.0111409218870859,poisson-bv2022-female,0.98858908295431,0.0243848908049706,3369.00381974716,1628,1602
ges_resid,8.32529205454489e-05,0.000129737983272527,0.641700436876438,0.521067705522133,poisson-bv2022-female,0.98858908295431,0.0243848908049706,3369.00381974716,1628,1602
n_equip_d2,-0.000914397519637919,0.0184418332350219,-0.0495827886514794,0.960454862426815,poisson-bv2022-female,0.98858908295431,0.0243848908049706,3369.00381974716,1628,1602
n_equip_a1,-0.110247136216677,0.0501548972889243,-2.19813302740076,0.0279396275377485,poisson-bv2022-female,0.98858908295431,0.0243848908049706,3369.00381974716,1628,1602
n_equip_c1,0.0488760869141616,0.156418581242114,0.31246982632139,0.754683490975791,poisson-bv2022-female,0.98858908295431,0.0243848908049706,3369.00381974716,1628,1602
n_equip_c2,-0.517583851960317,0.709314893327893,-0.729695452370905,0.465576361499775,poisson-bv2022-female,0.98858908295431,0.0243848908049706,3369.00381974716,1628,1602
n_ape5610c,0.0411974639149266,0.0405615686012303,1.01567728605242,0.309783087816177,poisson-bv2022-female,0.98858908295431,0.0243848908049706,3369.00381974716,1628,1602
n_ape9312z,-0.0815107513019843,0.038092760094808,-2.13979641010824,0.0323712234679697,poisson-bv2022-female,0.98858908295431,0.0243848908049706,3369.00381974716,1628,1602
n_ape4722z,0.291933078338954,0.217498118762554,1.34223265929791,0.17952057013852,poisson-bv2022-female,0.98858908295431,0.0243848908049706,3369.00381974716,1628,1602
n_ape4723z,-0.197511308540482,0.30750676808662,-0.642299061479018,0.520679023535426,poisson-bv2022-female,0.98858908295431,0.0243848908049706,3369.00381974716,1628,1602
coups,0.0647176367323018,0.0506403433840067,1.27798574037199,0.201254454196458,poisson-bv2022-female,0.98858908295431,0.0243848908049706,3369.00381974716,1628,1602
ac_prop,0.425544117209407,0.412844176496151,1.03076206819978,0.302652410182354,poisson-bv2022-female,0.98858908295431,0.0243848908049706,3369.00381974716,1628,1602
(Intercept),-8.0714897495859,0.732991033843625,-11.0117168927169,3.35547558919598e-28,negbinom-bv2022-female,0.966006148339068,0.307680949008237,3369.61168747305,1628,1602
PC1,-0.0369000474716153,0.0149301472032719,-2.47151263609303,0.0134542796361034,negbinom-bv2022-female,0.966006148339068,0.307680949008237,3369.61168747305,1628,1602
PC2,-0.0373532915430934,0.0306356003827807,-1.21927728121459,0.222738968492536,negbinom-bv2022-female,0.966006148339068,0.307680949008237,3369.61168747305,1628,1602
PC3,-0.0234920894689072,0.0270996653367185,-0.866877475312461,0.386009146325337,negbinom-bv2022-female,0.966006148339068,0.307680949008237,3369.61168747305,1628,1602
diag_vitamin_d,0.0732447456602834,0.0554934954449668,1.31987983587951,0.186875140854435,negbinom-bv2022-female,0.966006148339068,0.307680949008237,3369.61168747305,1628,1602
diag_calcium,0.304784038027589,0.171363935066571,1.7785774930366,0.0753090567631204,negbinom-bv2022-female,0.966006148339068,0.307680949008237,3369.61168747305,1628,1602
diag_family,0.0276417105905096,0.0392088316650773,0.704986846499933,0.480818421862658,negbinom-bv2022-female,0.966006148339068,0.307680949008237,3369.61168747305,1628,1602
diag_other_minerals,-0.0618369423327021,0.213982546025609,-0.288981243943613,0.772595730679216,negbinom-bv2022-female,0.966006148339068,0.307680949008237,3369.61168747305,1628,1602
diag_tabacco,0.0119883583486257,0.0254038687874948,0.471910733318188,0.636990506521195,negbinom-bv2022-female,0.966006148339068,0.307680949008237,3369.61168747305,1628,1602
diag_vitamin_b9,0.0410193913602592,0.102866126425525,0.398764810007279,0.690066508515852,negbinom-bv2022-female,0.966006148339068,0.307680949008237,3369.61168747305,1628,1602
diag_vitamin_b12,-0.00206970325620981,0.124947609689119,-0.0165645686328808,0.986783990813197,negbinom-bv2022-female,0.966006148339068,0.307680949008237,3369.61168747305,1628,1602
somo35_mean,6.31886797945992e-05,3.68133492243302e-05,1.71646104269256,0.0860776923454306,negbinom-bv2022-female,0.966006148339068,0.307680949008237,3369.61168747305,1628,1602
pm10_mean_concentration,0.0130977261057606,0.0240816844519128,0.54388745654045,0.586518921155032,negbinom-bv2022-female,0.966006148339068,0.307680949008237,3369.61168747305,1628,1602
o3_mean_concentration,-0.0109741004714558,0.00963453898880944,-1.13903742402229,0.254687545322703,negbinom-bv2022-female,0.966006148339068,0.307680949008237,3369.61168747305,1628,1602
no2_mean_concentration,-0.0268126591349642,0.0145934685951639,-1.83730543291466,0.066164818313638,negbinom-bv2022-female,0.966006148339068,0.307680949008237,3369.61168747305,1628,1602
ges_resid,0.000100389276573414,0.00013720306204234,0.731683936780025,0.464361503009868,negbinom-bv2022-female,0.966006148339068,0.307680949008237,3369.61168747305,1628,1602
n_equip_d2,-0.00356572877492649,0.0203291422421434,-0.175399863528652,0.860765447812075,negbinom-bv2022-female,0.966006148339068,0.307680949008237,3369.61168747305,1628,1602
n_equip_a1,-0.0975562713444123,0.0508434456715405,-1.91875806322504,0.0550149594616674,negbinom-bv2022-female,0.966006148339068,0.307680949008237,3369.61168747305,1628,1602
n_equip_c1,0.0361239665279614,0.159182168372902,0.226934755929049,0.820474475682981,negbinom-bv2022-female,0.966006148339068,0.307680949008237,3369.61168747305,1628,1602
n_equip_c2,-0.510897293595804,0.716457004912384,-0.713088559526726,0.475790958378886,negbinom-bv2022-female,0.966006148339068,0.307680949008237,3369.61168747305,1628,1602
n_ape5610c,0.0344318220704903,0.0417031194361568,0.825641403713263,0.409007540924897,negbinom-bv2022-female,0.966006148339068,0.307680949008237,3369.61168747305,1628,1602
n_ape9312z,-0.0773058427699556,0.0394558948751839,-1.95929766678737,0.0500779368494506,negbinom-bv2022-female,0.966006148339068,0.307680949008237,3369.61168747305,1628,1602
n_ape4722z,0.263753314138616,0.222277068549413,1.18659705141821,0.235386599527567,negbinom-bv2022-female,0.966006148339068,0.307680949008237,3369.61168747305,1628,1602
n_ape4723z,-0.145130184431167,0.312904577143087,-0.46381611210756,0.642779498715465,negbinom-bv2022-female,0.966006148339068,0.307680949008237,3369.61168747305,1628,1602
coups,0.0691846858822943,0.0516663923451828,1.33906554613049,0.180549335569391,negbinom-bv2022-female,0.966006148339068,0.307680949008237,3369.61168747305,1628,1602
ac_prop,0.507036922110042,0.433521747903057,1.16957666959634,0.242171370653716,negbinom-bv2022-female,0.966006148339068,0.307680949008237,3369.61168747305,1628,1602
(Intercept),-8.12153565912063,3.13167393491431,-2.59335289302487,0.0095045190183946,poisson-arr24-male,1.30001695859945,0.0629909753523724,1471.98808070578,315,282
PC1,2.53618370120496e-05,0.0138841948390354,0.00182666962730491,0.998542529317215,poisson-arr24-male,1.30001695859945,0.0629909753523724,1471.98808070578,315,282
PC2,-0.0246790784579491,0.0257670213333051,-0.957777701144298,0.338174865785873,poisson-arr24-male,1.30001695859945,0.0629909753523724,1471.98808070578,315,282
PC3,0.0801607891692893,0.0230333649844529,3.48020314111274,0.000501033729320774,poisson-arr24-male,1.30001695859945,0.0629909753523724,1471.98808070578,315,282
tm_summer,0.013680214283853,0.039429735402161,0.346951714088937,0.728627594625544,poisson-arr24-male,1.30001695859945,0.0629909753523724,1471.98808070578,315,282
tm_winter,-0.040160313768196,0.0325515828698853,-1.23374380682882,0.21729838459109,poisson-arr24-male,1.30001695859945,0.0629909753523724,1471.98808070578,315,282
diag_vitamin_d,0.0957526707568784,0.0848818213346987,1.12807040719961,0.259290185697011,poisson-arr24-male,1.30001695859945,0.0629909753523724,1471.98808070578,315,282
diag_calcium,0.0316143029584416,0.128761293323503,0.245526447757969,0.806048832413745,poisson-arr24-male,1.30001695859945,0.0629909753523724,1471.98808070578,315,282
diag_family,-0.0268251495949769,0.0484841431035382,-0.553276759737541,0.580073912376989,poisson-arr24-male,1.30001695859945,0.0629909753523724,1471.98808070578,315,282
diag_other_minerals,-0.128582306134346,0.127825830794478,-1.00591801621915,0.31445500898933,poisson-arr24-male,1.30001695859945,0.0629909753523724,1471.98808070578,315,282
diag_tabacco,0.0942632289320082,0.0310590218116451,3.03497094994362,0.00240558856281288,poisson-arr24-male,1.30001695859945,0.0629909753523724,1471.98808070578,315,282
diag_vitamin_b9,-0.128132998178553,0.10019306161321,-1.27886099212343,0.200946011191665,poisson-arr24-male,1.30001695859945,0.0629909753523724,1471.98808070578,315,282
diag_vitamin_b12,0.0788152432025072,0.088044827748824,0.895171757588678,0.370695279613534,poisson-arr24-male,1.30001695859945,0.0629909753523724,1471.98808070578,315,282
somo35_mean,-6.24328213124368e-05,5.68513462209659e-05,-1.0981766565347,0.272127357365624,poisson-arr24-male,1.30001695859945,0.0629909753523724,1471.98808070578,315,282
pm10_mean_concentration,0.0267086874782946,0.0302546819858585,0.882795181611183,0.377346944327934,poisson-arr24-male,1.30001695859945,0.0629909753523724,1471.98808070578,315,282
o3_mean_concentration,0.00601691381630521,0.0127415807888736,0.47222663466996,0.636765030411454,poisson-arr24-male,1.30001695859945,0.0629909753523724,1471.98808070578,315,282
no2_mean_concentration,-0.0155945816074827,0.0153689987305484,-1.01467778616481,0.310259446436788,poisson-arr24-male,1.30001695859945,0.0629909753523724,1471.98808070578,315,282
ges_resid,-6.01411814377894e-05,0.000161012357739448,-0.373519040911819,0.708762176507683,poisson-arr24-male,1.30001695859945,0.0629909753523724,1471.98808070578,315,282
water_no3,-0.0112207839918055,0.00738311820514808,-1.51978929227782,0.128563941137562,poisson-arr24-male,1.30001695859945,0.0629909753523724,1471.98808070578,315,282
prop_robinet,-0.0259916508352575,0.0326892366399046,-0.79511342285457,0.426547527277743,poisson-arr24-male,1.30001695859945,0.0629909753523724,1471.98808070578,315,282
water_ph,-0.0560276890144861,0.36411186803216,-0.153874932221483,0.877708349866533,poisson-arr24-male,1.30001695859945,0.0629909753523724,1471.98808070578,315,282
n_equip_d2,-0.0654363340936287,0.023951304522773,-2.73205720512683,0.00629402116796947,poisson-arr24-male,1.30001695859945,0.0629909753523724,1471.98808070578,315,282
n_equip_a1,-0.120053665104454,0.0626666771104716,-1.91574965579902,0.0553969686260709,poisson-arr24-male,1.30001695859945,0.0629909753523724,1471.98808070578,315,282
n_equip_c1,0.0332870020388686,0.212685842331372,0.156507841208378,0.875632739016708,poisson-arr24-male,1.30001695859945,0.0629909753523724,1471.98808070578,315,282
n_equip_c2,-0.295655030779082,1.45157221065583,-0.203679175316744,0.838604216751954,poisson-arr24-male,1.30001695859945,0.0629909753523724,1471.98808070578,315,282
n_ape5610c,-0.0491346523893225,0.0587635025720312,-0.83614233731378,0.403074833089398,poisson-arr24-male,1.30001695859945,0.0629909753523724,1471.98808070578,315,282
n_ape9312z,-0.0390908228242262,0.0532858249792574,-0.733606411075424,0.463188652460706,poisson-arr24-male,1.30001695859945,0.0629909753523724,1471.98808070578,315,282
n_ape4722z,0.696734840555925,0.359377993552524,1.93872427654393,0.0525349209532493,poisson-arr24-male,1.30001695859945,0.0629909753523724,1471.98808070578,315,282
n_ape4723z,0.0427071607138475,0.49574247686096,0.0861478745663859,0.931348866651259,poisson-arr24-male,1.30001695859945,0.0629909753523724,1471.98808070578,315,282
coups,0.0564150292192374,0.0233083229814555,2.42038130603056,0.0155042399214364,poisson-arr24-male,1.30001695859945,0.0629909753523724,1471.98808070578,315,282
ac_prop,0.535388306978924,0.728343788572594,0.735076368301535,0.462292985588854,poisson-arr24-male,1.30001695859945,0.0629909753523724,1471.98808070578,315,282
water_no3:prop_robinet,0.000111470286420465,9.77664229438727e-05,1.14016942692543,0.254215722045389,poisson-arr24-male,1.30001695859945,0.0629909753523724,1471.98808070578,315,282
prop_robinet:water_ph,0.00335222425755326,0.00423525969681036,0.791503826808513,0.428650043916222,poisson-arr24-male,1.30001695859945,0.0629909753523724,1471.98808070578,315,282
(Intercept),-7.96840763165702,3.23621653115252,-2.46226034474251,0.0138064407644071,negbinom-arr24-male,1.25418234632643,0.298774543522785,1473.67968132096,315,282
PC1,-0.000358012436922295,0.0143684386554482,-0.024916585963677,0.98012149765544,negbinom-arr24-male,1.25418234632643,0.298774543522785,1473.67968132096,315,282
PC2,-0.0272860508688979,0.0265683723539414,-1.02701251342745,0.304414571820017,negbinom-arr24-male,1.25418234632643,0.298774543522785,1473.67968132096,315,282
PC3,0.0811702881453161,0.0239146797134318,3.39416162449069,0.000688390521927014,negbinom-arr24-male,1.25418234632643,0.298774543522785,1473.67968132096,315,282
tm_summer,0.0130269999852735,0.0405603987756825,0.321175342908208,0.748077516609061,negbinom-arr24-male,1.25418234632643,0.298774543522785,1473.67968132096,315,282
tm_winter,-0.0428836446079897,0.0336115335605102,-1.27586099369096,0.20200466181178,negbinom-arr24-male,1.25418234632643,0.298774543522785,1473.67968132096,315,282
diag_vitamin_d,0.0955374783468752,0.088030329190394,1.08527912170185,0.277798050068641,negbinom-arr24-male,1.25418234632643,0.298774543522785,1473.67968132096,315,282
diag_calcium,0.0262350178007963,0.132103511835032,0.198594400984267,0.842580033743021,negbinom-arr24-male,1.25418234632643,0.298774543522785,1473.67968132096,315,282
diag_family,-0.0278082715873605,0.0496952198256878,-0.559576387525833,0.575768414464674,negbinom-arr24-male,1.25418234632643,0.298774543522785,1473.67968132096,315,282
diag_other_minerals,-0.130328997566795,0.129826708081631,-1.00386892260141,0.315441797797756,negbinom-arr24-male,1.25418234632643,0.298774543522785,1473.67968132096,315,282
diag_tabacco,0.094304642192732,0.0317947603827474,2.96604349450937,0.00301657824858237,negbinom-arr24-male,1.25418234632643,0.298774543522785,1473.67968132096,315,282
diag_vitamin_b9,-0.132688172664078,0.101556640614409,-1.30654353926366,0.191367782799842,negbinom-arr24-male,1.25418234632643,0.298774543522785,1473.67968132096,315,282
diag_vitamin_b12,0.0768721218337853,0.0891229204064351,0.862540427122659,0.388390196500875,negbinom-arr24-male,1.25418234632643,0.298774543522785,1473.67968132096,315,282
somo35_mean,-6.621043872392e-05,5.8500754172329e-05,-1.1317877805281,0.257723666239242,negbinom-arr24-male,1.25418234632643,0.298774543522785,1473.67968132096,315,282
pm10_mean_concentration,0.0251844005609113,0.0313668408450553,0.802898853770967,0.422033198614471,negbinom-arr24-male,1.25418234632643,0.298774543522785,1473.67968132096,315,282
o3_mean_concentration,0.00669161412644898,0.0131090022173978,0.510459454920841,0.609729612861283,negbinom-arr24-male,1.25418234632643,0.298774543522785,1473.67968132096,315,282
no2_mean_concentration,-0.0150903170423192,0.0158847478979675,-0.94998782097449,0.342118441036223,negbinom-arr24-male,1.25418234632643,0.298774543522785,1473.67968132096,315,282
ges_resid,-7.07444790818663e-05,0.000165469399200977,-0.427538139519931,0.66898741187603,negbinom-arr24-male,1.25418234632643,0.298774543522785,1473.67968132096,315,282
water_no3,-0.0116058478875626,0.00769714511292297,-1.50781201566243,0.131602646012821,negbinom-arr24-male,1.25418234632643,0.298774543522785,1473.67968132096,315,282
prop_robinet,-0.0277683821636315,0.0339828600810256,-0.817129049686315,0.413854683361896,negbinom-arr24-male,1.25418234632643,0.298774543522785,1473.67968132096,315,282
water_ph,-0.0710738497700517,0.376756803896814,-0.188646493002731,0.850369890843753,negbinom-arr24-male,1.25418234632643,0.298774543522785,1473.67968132096,315,282
n_equip_d2,-0.0638816652285203,0.0247037254507285,-2.5859122080972,0.00971216645407791,negbinom-arr24-male,1.25418234632643,0.298774543522785,1473.67968132096,315,282
n_equip_a1,-0.12123696175982,0.06366875719601,-1.90418294779307,0.0568863617590268,negbinom-arr24-male,1.25418234632643,0.298774543522785,1473.67968132096,315,282
n_equip_c1,0.0440451825839185,0.216840134373107,0.203122833839108,0.839039024913032,negbinom-arr24-male,1.25418234632643,0.298774543522785,1473.67968132096,315,282
n_equip_c2,-0.412826173490176,1.47841990627542,-0.279234723327155,0.780064697633818,negbinom-arr24-male,1.25418234632643,0.298774543522785,1473.67968132096,315,282
n_ape5610c,-0.0502746958619588,0.0614131517716752,-0.818630772263122,0.412997104660744,negbinom-arr24-male,1.25418234632643,0.298774543522785,1473.67968132096,315,282
n_ape9312z,-0.0399296636900653,0.054696974806519,-0.73001594386727,0.465380438892792,negbinom-arr24-male,1.25418234632643,0.298774543522785,1473.67968132096,315,282
n_ape4722z,0.723237512839698,0.366753361563395,1.97199968326584,0.04860964267586,negbinom-arr24-male,1.25418234632643,0.298774543522785,1473.67968132096,315,282
n_ape4723z,0.0477189194645723,0.510133104380604,0.0935420952978771,0.925472909066861,negbinom-arr24-male,1.25418234632643,0.298774543522785,1473.67968132096,315,282
coups,0.0551689038969792,0.0250792216700703,2.19978532917623,0.0278221293441355,negbinom-arr24-male,1.25418234632643,0.298774543522785,1473.67968132096,315,282
ac_prop,0.573759615826199,0.748599113292404,0.766444423508271,0.443411908728234,negbinom-arr24-male,1.25418234632643,0.298774543522785,1473.67968132096,315,282
water_no3:prop_robinet,0.000122108102271408,0.000101511281818185,1.20290178672075,0.22901432885519,negbinom-arr24-male,1.25418234632643,0.298774543522785,1473.67968132096,315,282
prop_robinet:water_ph,0.003569205803766,0.00440224313600089,0.810769803825138,0.417497878344265,negbinom-arr24-male,1.25418234632643,0.298774543522785,1473.67968132096,315,282
(Intercept),-8.53946061925864,0.660344977614438,-12.931817320862,2.97697885602509e-38,poisson-bv2022-male,1.02108079168904,0.0147524263817841,3512.9706224185,1628,1602
PC1,-0.0364505784016919,0.013728714536213,-2.65506128090464,0.00792940021925968,poisson-bv2022-male,1.02108079168904,0.0147524263817841,3512.9706224185,1628,1602
PC2,-0.0429214756135065,0.0287787245567466,-1.49143078001504,0.135848431981055,poisson-bv2022-male,1.02108079168904,0.0147524263817841,3512.9706224185,1628,1602
PC3,0.00488531775696082,0.0247305527589978,0.197541793932745,0.843403578904844,poisson-bv2022-male,1.02108079168904,0.0147524263817841,3512.9706224185,1628,1602
diag_vitamin_d,0.00286795252403672,0.0536835836752377,0.0534232688597428,0.957394665813974,poisson-bv2022-male,1.02108079168904,0.0147524263817841,3512.9706224185,1628,1602
diag_calcium,0.317412265972305,0.160067331255244,1.98299217887352,0.0473683031681587,poisson-bv2022-male,1.02108079168904,0.0147524263817841,3512.9706224185,1628,1602
diag_family,-0.0051758250567402,0.0367206483436989,-0.140951352718377,0.887908373461291,poisson-bv2022-male,1.02108079168904,0.0147524263817841,3512.9706224185,1628,1602
diag_other_minerals,-0.013668395725648,0.198684255641908,-0.0687945588918872,0.945153149203703,poisson-bv2022-male,1.02108079168904,0.0147524263817841,3512.9706224185,1628,1602
diag_tabacco,0.0503886613380257,0.0233083619109214,2.1618276535519,0.0306314631062967,poisson-bv2022-male,1.02108079168904,0.0147524263817841,3512.9706224185,1628,1602
diag_vitamin_b9,0.0202833594757244,0.100321016875802,0.202184548237139,0.839772452401136,poisson-bv2022-male,1.02108079168904,0.0147524263817841,3512.9706224185,1628,1602
diag_vitamin_b12,0.164414809920234,0.104079775672842,1.57969988748867,0.114175611418181,poisson-bv2022-male,1.02108079168904,0.0147524263817841,3512.9706224185,1628,1602
somo35_mean,-1.08900659855224e-05,3.26307898386472e-05,-0.333735899111595,0.738578857611445,poisson-bv2022-male,1.02108079168904,0.0147524263817841,3512.9706224185,1628,1602
pm10_mean_concentration,0.0181458880780441,0.0214273137447013,0.846857814014666,0.39707437881164,poisson-bv2022-male,1.02108079168904,0.0147524263817841,3512.9706224185,1628,1602
o3_mean_concentration,0.00223767549471714,0.00856943240851572,0.261122952844985,0.793997691745255,poisson-bv2022-male,1.02108079168904,0.0147524263817841,3512.9706224185,1628,1602
no2_mean_concentration,-0.00767581572657918,0.012518217843944,-0.613171604957536,0.539762877875501,poisson-bv2022-male,1.02108079168904,0.0147524263817841,3512.9706224185,1628,1602
ges_resid,-6.33330840537701e-05,0.000125373690054441,-0.505154502721176,0.613450323101508,poisson-bv2022-male,1.02108079168904,0.0147524263817841,3512.9706224185,1628,1602
n_equip_d2,-0.013642183195588,0.0182116367609802,-0.749091549245995,0.453802028168032,poisson-bv2022-male,1.02108079168904,0.0147524263817841,3512.9706224185,1628,1602
n_equip_a1,-0.134279542818072,0.0479485816027508,-2.80049040721505,0.00510250239984266,poisson-bv2022-male,1.02108079168904,0.0147524263817841,3512.9706224185,1628,1602
n_equip_c1,-0.0404595983797521,0.149770445829081,-0.270144073857701,0.787049416093051,poisson-bv2022-male,1.02108079168904,0.0147524263817841,3512.9706224185,1628,1602
n_equip_c2,1.04879639367534,0.6386960871304,1.64208989973225,0.100571374556065,poisson-bv2022-male,1.02108079168904,0.0147524263817841,3512.9706224185,1628,1602
n_ape5610c,0.0391392758160047,0.041516167886562,0.942747797025681,0.345809919031726,poisson-bv2022-male,1.02108079168904,0.0147524263817841,3512.9706224185,1628,1602
n_ape9312z,-0.0440087826962811,0.0364139786397706,-1.20856836688028,0.22682871548868,poisson-bv2022-male,1.02108079168904,0.0147524263817841,3512.9706224185,1628,1602
n_ape4722z,-0.0959245833935171,0.214425238634388,-0.447356775743531,0.654617479520219,poisson-bv2022-male,1.02108079168904,0.0147524263817841,3512.9706224185,1628,1602
n_ape4723z,-0.439628680795765,0.327224482902773,-1.34350790899222,0.179107566799029,poisson-bv2022-male,1.02108079168904,0.0147524263817841,3512.9706224185,1628,1602
coups,0.022854843567386,0.0573733984141062,0.398352619840046,0.690370277937014,poisson-bv2022-male,1.02108079168904,0.0147524263817841,3512.9706224185,1628,1602
ac_prop,0.0455464819189427,0.416213366598853,0.109430608370731,0.912860957552364,poisson-bv2022-male,1.02108079168904,0.0147524263817841,3512.9706224185,1628,1602
(Intercept),-8.50164700266857,0.767583628653929,-11.0758576463876,1.64299427913275e-28,negbinom-bv2022-male,0.962449595837261,0.306074947118949,3508.38055818687,1628,1602
PC1,-0.0352641246000172,0.0152704346643088,-2.3093071923119,0.0209265408344897,negbinom-bv2022-male,0.962449595837261,0.306074947118949,3508.38055818687,1628,1602
PC2,-0.0548874309118713,0.0312761064109172,-1.75493171019243,0.0792709893773137,negbinom-bv2022-male,0.962449595837261,0.306074947118949,3508.38055818687,1628,1602
PC3,0.0163037068714698,0.0274464601195807,0.59401856561599,0.552499695603055,negbinom-bv2022-male,0.962449595837261,0.306074947118949,3508.38055818687,1628,1602
diag_vitamin_d,-0.00239950432720933,0.0582660912695986,-0.041181831060312,0.967150938097628,negbinom-bv2022-male,0.962449595837261,0.306074947118949,3508.38055818687,1628,1602
diag_calcium,0.314706798520807,0.172865110082014,1.82053393175464,0.0686777337664244,negbinom-bv2022-male,0.962449595837261,0.306074947118949,3508.38055818687,1628,1602
diag_family,-0.0114748411872364,0.0397841651334468,-0.288427346627652,0.773019637161349,negbinom-bv2022-male,0.962449595837261,0.306074947118949,3508.38055818687,1628,1602
diag_other_minerals,-0.0270757943488551,0.212589379556082,-0.127361933156743,0.898653943769714,negbinom-bv2022-male,0.962449595837261,0.306074947118949,3508.38055818687,1628,1602
diag_tabacco,0.0508011639675026,0.0249182626339861,2.03871211704041,0.0414787677181453,negbinom-bv2022-male,0.962449595837261,0.306074947118949,3508.38055818687,1628,1602
diag_vitamin_b9,0.0167887428384869,0.105274557062151,0.159475786999278,0.873294033347677,negbinom-bv2022-male,0.962449595837261,0.306074947118949,3508.38055818687,1628,1602
