,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
pop_htot,0.8982679949337689,0.22014146908882345,-0.11326884517337846,-0.22515007134011772,0.14037372350217847,0.13814884483012116,-0.04466294771088964,0.17731842736842565,-0.004891797031145649,-0.05943087528160238
pop_f0029,0.8885696892676248,0.2083370569220388,-0.11699451710700441,-0.2684040447867026,0.10433115566248498,0.15686327193284835,-0.053279674622006945,0.175686276223207,-0.031063808586982,-0.03869493826363751
pop_f0044,0.8930040890562085,0.21215986895256975,-0.1071959782673588,-0.261696240605752,0.10468282876685273,0.15914836237112767,-0.05867858750129271,0.17055204301374707,-0.02234713972015187,-0.03582784438646043
pop_ftot,0.8951356637522276,0.23201807574764208,-0.11427335164825232,-0.22932791840833697,0.1491688552644264,0.14301631690163746,-0.04280511674820449,0.16253282664192775,0.003878349153530441,-0.06547084483782713
pop_renew,-0.09907025699584095,0.24513705027087823,0.2868079625916049,0.23117883027420527,0.1983724118783259,0.23194787761099317,-0.20731672869238985,-0.2409424799254526,-0.33835722763603254,0.4048589832737119
nombre_pers_menage,0.4587920570416472,-0.5070981047446849,0.019427608369959097,0.1892738938210211,-0.36622292488406744,-0.10073961210044875,-0.28245269206689144,0.31711146094884923,-0.2133966939537673,0.13650083085704193
proportion_imposable_ens_arr,0.6689558499959631,-0.16421038655551615,0.5660572735744925,0.02746146545885261,-0.04846856494006871,-0.01296949477697027,-0.08451514284221565,-0.05747457510642942,-0.11576413857421139,-0.00834286342522375
d1_ens_arr,-0.10280825192884471,-0.3307679618364299,0.7447229793497607,0.11044600186091023,0.35464755967114253,0.07449211947317262,-0.1320173899099434,0.12525349854589612,-0.12120856590730028,-0.19201544928547057
q1_ens_arr,0.18599598139076784,-0.3382996339110798,0.8324595730163148,0.10626032112005354,0.2691330375896226,0.08198308190161198,-0.028737937470565862,-0.05581847487911798,-0.033398774531316365,-0.1886877829224378
q2_ens_arr,0.5482583287560282,-0.19004168931597223,0.7506987820415358,0.05098926843419101,0.021155318493548975,0.09519561196376336,-0.016620562989812328,-0.21840565515020774,0.0997609035460939,-0.041798591784700044
q3_ens_arr,0.6492753240600903,-0.0782442557038221,0.6377330717437363,-0.0002422705214816196,-0.08938350857748685,0.0983942699333815,-0.030236524811062114,-0.2616079682408173,0.17242041906602926,0.04307845307434759
d9_ens_arr,0.6883761221834667,-0.013820761997160952,0.5735109604713391,-0.03092182423192627,-0.10198973009757539,0.10290936918509458,-0.028797703621112218,-0.28092732374262286,0.20618604394633017,0.05442042165504743
gini_ens_arr,0.6876052487601961,0.3193878822513875,-0.16247544547123965,-0.08921769525619623,-0.29925899729245214,-0.012924834597308026,0.06519588429921375,-0.30080567796147434,0.25908832054121217,0.1566891100867448
proportion_activite_ens_arr,0.6640450550347122,-0.35512566445487376,0.21215216268775128,-0.015603574711023627,-0.3518501606197941,-0.07551995930842004,-0.08287135898271422,0.2103328921254417,-0.1848639935335535,0.1250701123093057
proportion_retraite_ens_arr,-0.7536952904289114,0.27979293698477964,-0.2635885652000905,0.004193027426770673,0.3389490552312035,0.0736559132128911,0.07963765449557483,-0.16446025210005755,0.12638234927903663,-0.05575851261584913
q1_couple_enfants_arr,0.26641508849188356,-0.27414690958387244,0.8208359260849357,0.07871705262322563,0.30074960655024385,0.08411879001424351,-0.007974578198316411,-0.09995158759121993,-0.0405526323577672,-0.12690080390611294
q2_couple_enfants_arr,0.5925131150651316,-0.1455000920228484,0.7020424002264237,-0.005381184376517163,0.01932634022402914,0.12596223724746192,-0.002552652985261858,-0.24191928703010426,0.12677711364077926,-0.016542966525096108
q3_couple_enfants_arr,0.692015441741245,-0.058980688147644296,0.5823133178166985,-0.0534677991820785,-0.08204753985152229,0.12456145055487378,-0.018741200810575814,-0.2634442203046565,0.18394003360788602,0.04567625798102968
q1_parent_seul_arr,0.09378437062557887,-0.13135946711979035,0.8583526856656248,0.08376183837803126,0.1908559422552683,0.15797999536159946,-0.14790484514849955,0.04928484061851446,-0.09894451582754092,-0.013023529629476905
q2_parent_seul_arr,0.3713089050887146,-0.15842217039291212,0.8629875072433915,0.05181939113190236,0.030996363141139724,0.1565577473220089,-0.0744114398805344,-0.08058912496520863,0.05331549695016732,0.0012928106679242729
q3_parent_seul_arr,0.5095502929219097,-0.12699063313123723,0.742607857592368,0.019324997578778105,-0.12158783096123683,0.12281350784939978,-0.038040099164023955,-0.1560746214726224,0.2056024331483466,0.0562036354859395
unemp_rate,0.038007596988643956,0.13149631476928075,-0.7351991800499839,0.05791168406463524,-0.25676213378031354,-0.14551103726386044,0.019939802356487207,-0.14966612870443557,0.28555080984408937,0.1831307178068257
dip_001T,-0.48457552575475316,-0.2327950204788157,-0.6253009756102589,-0.12421985779915044,-0.26930869985246475,0.176360716668599,-0.1133940465020691,0.04507012864060908,0.18632957069010694,-0.08903831137734279
dip_200R,-0.5817405826894644,0.38054800141626904,-0.34127996609886135,-0.0030925861293292878,0.12002021310818067,-0.0931280174243275,-0.08501351624359729,-0.06963248653483411,0.05562319597884546,0.19057817173111585
dip_300R,-0.783035585929575,-0.2841811125823448,-0.13385195113832984,0.06209492436970842,0.13035975454342172,0.011023121308708132,0.02578956306151552,0.19642674604337668,0.16061644559056548,-0.3238445745272659
dip_350R,-0.28019430199375395,0.29422350920405954,0.11041877359122061,0.3047799748580204,0.1286831344653782,-0.41178728532079795,0.01736093424318238,0.31240839288687955,-0.3125703402272553,0.2136245477309091
dip_500R,0.4145338333485482,-0.011179296033803153,0.5000163819506633,0.2620761934669374,0.13823636723831467,-0.34067398887322997,0.18698074927615935,0.2504069172917404,-0.34945307266939496,0.025214688614882165
dip_600R,0.7145070956707457,0.2846604188551896,0.41238232241017125,0.04227675472552222,0.06491680163037605,-0.14426255380579503,0.12585585857352177,-0.12154493443990698,-0.2012328869424644,0.2156808370738427
dip_700R,0.8062788471529924,0.17327634389793167,0.33863798116779537,-0.11675175454682057,-0.009991538070267073,0.12005764018859968,-0.022944485776393297,-0.2852964329624065,-0.037192227448275286,0.16147744853640672
delta_educ,-0.5574517423614577,0.2416120694595055,0.15149382044488716,0.07064561751417127,-0.14496980542464216,-0.03751413610038465,-0.08018151282832188,0.33726027230511874,-0.30863541329232785,0.08684157569080368
built_q2,0.4456927380022327,0.025340115698502037,0.29143984729820305,0.2690542292008555,0.0218354624502959,-0.46685418138808904,-0.06300469919889508,-0.027123805821153653,-0.03453504327490978,-0.08324746718951154
floor_area_q2,-0.6253651577225368,-0.2943189782095134,-0.12193004434951044,0.23752603045041099,0.162985997747396,0.4180463979131687,0.010323853874903859,0.1684332001505226,0.0706900603297289,0.04920825382991508
q1_dpe,-0.5345264979052692,0.19502651106795635,0.05334627902217617,-0.41201540614010185,-0.041822114159990695,0.04264703170033795,-0.34642099799135423,-0.014488144387794694,0.050658686453998805,-0.1434164338908856
q2_dpe,-0.4456809840855828,0.1086258495238221,0.2287835685141072,-0.512278405648165,-0.042051618695138966,0.13724048655647944,-0.14847627809865632,-0.033301624020736206,-0.024484465515910582,0.07060720752509099
q3_dpe,-0.4829790224489393,0.09596281008006383,0.16847831368636224,-0.5509206259130297,-0.113633720024819,0.19411570313074505,-0.12021619371849797,-0.05992064999266922,-0.056858867058524235,0.08036499259793436
n_dpe,0.813897141886904,0.21715295052240882,-0.0759364745891286,-0.3189060209052149,0.19836689925452033,0.13589236180155592,-0.04856702603164167,0.09641933117271602,0.024254755171011926,-0.09246785428816302
ac_prop,0.08094516121650443,0.5191506664213793,-0.1752787170847963,0.72964709622505,0.011320399021870074,0.09712185588233478,0.09096760246277885,-0.029798079718054142,0.11195505468289559,-0.04695843593711995
iqr_dpe_num,0.08834281207782359,-0.11640664272825378,0.11733134250414808,-0.11926376401093149,-0.07263518716770266,0.15612795695033885,0.2594632349194723,-0.04672125832780924,-0.11601493972156163,0.2439029610262004
no2_mean_concentration,0.8320704477548335,0.01666547938262994,0.004128811019814621,-0.13216168533575498,-0.4013752642880445,-0.060427226380980165,-0.08040155096257404,-0.027785140715504142,0.02862974781004426,0.13651019322484373
o3_mean_concentration,-0.3810019335901587,0.5441092781244495,0.2257676101948834,0.28061315655865665,0.2118330433318684,-0.15212745275409917,0.10009689622591877,0.10125474097653792,-0.04496438606526566,-0.08979230875129722
somo35_mean,0.05561634176430277,0.5662328369381259,0.2275441162409825,0.40041618033707965,-0.40422855238218236,0.0541879668954967,0.21119606124710738,0.1512482431051002,0.018728804084924933,-0.2593411809283795
aot40_mean,0.14837354827813207,0.46981159479415985,0.2624916233872677,0.36558498979237364,-0.5048826352068149,0.06270927159759969,0.2209155937614219,0.17870980082804733,0.05076856775674301,-0.2520383341560167
pm10_mean_concentration,0.6278523604336085,0.1324081647562102,-0.2108659007243088,0.21296167619933515,0.039707705986101384,-0.32418078969474967,-0.32402909696789706,-0.019437493317486995,0.07009898831362268,0.14527127607406137
pm25_mean_concentration,0.7165931836396198,0.08086013273599853,-0.07016620762274335,0.11830144515034832,-0.29108094849934635,-0.145230980156252,-0.24184873340825422,0.029241460397274877,-0.017930226198960248,0.04057156351373426
tm_autumn,0.29995318770821844,0.2324688801327531,-0.3845140658014286,0.634680804732976,0.3998936839154862,0.21910388463462144,-0.0019305214425854899,-0.15582224597693584,0.013188121488828093,0.16205502429305385
tm_spring,0.3698158697745219,0.08536015616751845,-0.3617237085843975,0.6243087498843598,0.3080206894714987,0.34851102352026686,0.06718950259405568,-0.1674447225781191,0.012330134075780763,0.17042376465072737
tm_summer,0.31203570062828045,0.37643543671628155,-0.20069591330267253,0.6741930045999492,-0.061935354612282424,0.40012755000033245,0.20663308874554304,-0.0973545290275395,0.006975786017892279,0.027201484322259193
tm_winter,0.29396507602875327,0.050937718071659886,-0.44729086673974505,0.4942366891989254,0.5566939778669571,0.10221113177200834,-0.12767995708589167,-0.1833234405733371,-0.019793689378587595,0.20754464460454053
txab_summer,0.14311821849944373,0.09484992488576949,-0.23452843836883136,0.47829318607896415,-0.09804860936732161,0.6209522097259643,0.2200719811982529,-0.13737115979654305,-0.09513970537040221,0.07785137162135507
tnab_winter,0.4156081157925706,-0.07509795444535419,-0.4113674329934057,0.3720512341268675,0.5042507626370375,0.0088910759286747,-0.21351974381331823,-0.18406661374100639,-0.010150883056477203,0.2030766478835283
umm_autumn,-0.11672585363009207,-0.7791274848973333,-0.05226368972898156,-0.3659514068311731,0.20058783963614227,0.017832202077666077,-0.06354405420948857,0.042375946324756136,0.04034297096017338,0.10748017277934002
umm_spring,-0.26639446873356315,-0.5797961368873401,-0.10880797049745754,-0.3054397571786505,0.4669400336532221,-0.19217335876229424,-0.18922053310920164,0.0353044541866526,0.04059454086494956,0.1272849214381975
umm_summer,-0.2692916104048264,-0.46728028344257533,-0.004992026412106295,-0.3491461493290274,0.5141718258548548,-0.3026100253979986,-0.15517712181039237,0.09719070298625358,0.16926633019232998,0.172729485934003
umm_winter,-0.06622274251781583,-0.7964792806475868,-0.14499375116057633,-0.23446106871057823,0.16932820435038667,0.24000950686333222,0.020964791709710762,-0.017410432636000544,-0.00042944303306674005,0.07715972712611062
rr_autumn,-0.25317780033672005,0.18953576895274726,0.23042093196332583,-0.02494609746548268,0.32414838195430146,-0.217008054880357,0.23729155223749598,0.3191025093096988,0.38729397363143914,0.3037555691579365
rr_spring,-0.3408267419496616,0.2747130941731327,0.3827269216730936,-0.07458998049783541,0.06836216148423675,0.0778947858326578,0.40343139722774596,0.3212694738477588,0.3646330832633316,0.36177858178953215
rr_summer,-0.25190078502079893,-0.19567515532853125,0.4692759169825744,-0.40765169572292603,-0.07326660225570687,-0.0063441881939163966,0.2885812478084883,0.37129726836553617,0.29707389353746516,0.2035498036268377
rr_winter,-0.23330318242594703,-0.18980592512275887,0.2907839121081624,-0.2736119681182494,0.2654918710836593,-0.1842013059104174,0.21739422691901397,0.3102370518270951,0.4508791155050987,0.36378027926511636
water_cl,0.2278309717845319,-0.3629163293683917,-0.20065793211668084,0.05493239604623325,0.4321985609256885,-0.1371876365957469,-0.3470230771600126,-0.11137263134565828,-0.17001849628507804,-0.1397665910019242
water_no3,0.1368780557713463,-0.5756986213422391,-0.2501924104464887,-0.27710240361731525,-0.019698785302109473,-0.037149100520131116,-0.27629664509272267,-0.20154689576353613,-0.13234567898092264,-0.021084835992210983
water_ph,0.150851443739798,0.08449594537419755,0.12068943457139908,0.16251245919356627,0.36596138503527575,-0.22627220000890036,-0.10713346478855962,0.1033733523730266,-0.030133991474577057,0.057988989252173544
water_so4,0.37220445944530367,0.13522769344670585,-0.1761626826371291,0.17534575456155016,-0.20237657535187517,-0.1947991005971561,-0.24395152808372558,-0.1340226902457906,-0.13688577485960055,-0.24713302114040656
