arr24,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10
012,3.1980909881109163,-1.4998648212205186,3.159342558800452,2.1074033449885996,-0.4519161408934438,1.4368553829641089,0.20752170943278597,2.8726095371948555,-0.9840737868705028,-0.6547434414922022
011,-0.4486188168674276,-1.363926314447703,3.9172504668594574,2.4591950792036963,-1.0923971046017473,0.656288306745247,1.5520193002525267,2.5719618997844744,0.5847474658637055,1.4606311546770634
014,-1.2779215590168564,-1.2616676105793871,1.4161099583613022,0.4809346337686707,-3.1613965708197975,-0.646319465000998,2.1156149683067684,2.391531188357915,2.25126501586332,1.3914397010870563
013,8.662674762375282,-4.407142782545128,13.77228569591467,2.5412497717521103,-4.714796255344665,0.6188931100155934,1.0646164076702491,-5.784325659172268,5.512791393587849,1.9254810528876
022,-1.4172504111917055,-3.142206957115643,-4.581919962122573,-1.2750452728085535,-1.7756106742935125,-0.8454801344256839,-0.4534769472951198,-0.14899771716381846,-0.06779669746175294,-0.568421311874504
024,-0.4720207327802323,-3.419499258831439,-3.18894358643388,-0.6376724593371675,-2.5633705838023686,-1.6400639433488398,-0.015951924681200588,-1.085662732275929,-0.8760947052037026,-0.5351819276167041
025,-5.803236130208888,-2.44606583442959,-5.996228809849807,-3.5320527410661477,-1.9262007506069616,0.6309358226382036,-0.4962575240367527,0.27578516067757736,1.913770324406066,1.122799546391417
023,-0.7060801309067244,-3.3182134852258147,-5.914031260283472,-2.8389216635350265,-2.254112204056901,-2.3380414620238072,0.01440993366592826,-1.867376375303414,0.7759262850575217,-0.31737615496111365
021,-2.0793878017550935,-3.8545549193711666,-0.9648425663630649,-0.13153294311991204,-1.9579590904522397,-0.48915220899278966,-1.942351745740504,0.2178270342781078,-0.4397872146458514,-0.5402227594587136
513,5.712274999095512,-2.147745343614952,-1.8107585243083293,-2.689677544672383,-1.9307524134703498,-2.6129416079016616,2.000487735576943,-2.367919009712676,-0.5427718703056186,-0.45844005181615766
033,-2.4551789905950607,0.6885420990189325,-2.0739437946173167,-0.3839196666110781,0.18903865789424934,0.8516943392906402,0.9874652187563963,-0.862329064684468,0.9054352540738316,-0.761018884832344
032,-2.8394993068488055,-0.3437214065827649,-1.6515638879868246,-1.1722773301614313,0.014027738495214602,-0.2610837088768467,2.531001069158149,-2.148390832302064,-2.0934175744781847,-0.4015652388098403
031,-2.9826308570007285,0.23923353793812702,-2.9064498814200963,-1.9669196054070728,-0.7351441814658675,0.08326785821211055,1.444483216061342,-2.4930581687515603,-0.04515935482307261,-0.8996595673544208
043,-3.0194836971843673,5.848642953988471,0.8048322667597663,1.5166169307600446,-1.3309564105174279,-2.164494332687842,3.3364324565566106,-1.6953578494880859,-3.662030187211646,-1.2605171474009789
044,-1.9229726260386981,6.216799000882837,0.5496616431074918,3.9950255585213923,-2.4444688206380834,-0.606394630661249,0.53945987010413,-0.6682435792190247,-0.3555307745041809,-2.1829578109217276
042,-11.97405524789482,15.405842274537205,5.025357808630228,-3.898023723218694,-2.552934595462464,-2.6686235054686653,-5.935452944777829,-1.0080363939299017,-0.4497146474500569,-0.5256894251137939
041,-12.46871069764261,18.88645987458568,8.879675423511369,-7.251857299272254,-4.2369053678109125,-7.09160898141868,-6.121234241455827,-1.0015669404760257,-3.877082823274018,-3.7940967031773947
051,-7.7569425563837235,14.14001910103586,8.594551137969205,-5.2232574372200045,-3.0951241397770146,-8.466961186810073,-1.9598970552102817,0.23866735100185626,-3.988510894577528,-3.4129547392405626
052,-3.1020950336075055,6.959618350469892,3.111334090623867,0.2855530477326677,-2.409909851959878,-2.63099131120263,1.4235307965690152,0.48996967655187335,-1.8814775609752041,-0.9314776618612837
061,9.255953757886099,8.821105076505551,1.0016831288790218,5.964062515835015,2.088625319524379,-0.5690087312839187,-0.2273306173191352,-0.022480352448329414,2.822300941293405,-1.341891131884126
062,8.880947721003622,10.273192002124459,-2.1048955730323824,3.1760783238667742,0.48509645077588986,-1.2720124434848876,0.27894075947487507,-1.026255791471677,1.3529251091752794,0.29163690857307367
073,-1.1616345390144325,0.9474734951776462,1.832023930071162,2.738743932201106,-1.5298302548941256,0.7141515280653733,0.653327934017611,1.4645495574947898,-0.6258216246031872,-0.30397830324480224
071,-4.804271431598588,7.340599475281513,0.16788573175225502,3.0906235870161454,-0.7332075582284197,0.6151463121881695,1.0465237283155366,1.372345697644054,1.2581854487454678,1.3050791019467467
072,-2.437165593461391,2.831938299963362,0.09586542292045125,3.813236985610446,-2.278498300854486,0.7226193008443849,0.9833896285839321,1.2417889539402995,-0.2199523162464098,0.7043596040681221
082,-3.6836300304572633,-3.759046983597313,-0.704347165217816,-0.07495695505173396,-1.7728564223255083,0.2773696186609896,-1.8871628053867908,0.750125660711538,-0.20882147165065826,-0.04035143691455635
081,-1.5245093646552113,-1.799139958510074,-4.4236944427532885,-3.3452356170485746,-1.6552004746147038,-2.053559568024451,2.986546030267959,-0.5042098433028047,1.9365763963513467,0.4953270619705245
084,-7.018407455283642,-0.8497870896797148,-1.152973203715107,-1.6605637069950743,-1.4897681919400934,2.015213668876422,-2.1035728328525067,-0.0018300398060287662,1.2639169277486637,0.30850917787905563
083,-3.8561677606509,-2.060320503405642,-4.202102683360509,-2.8582968792851453,-2.534162541013422,-2.1660683528217186,2.1178959687441243,-0.671281556950813,2.3082230363535645,-0.04583010311057699
093,-7.958896000265455,5.793589293593653,-0.7613645673213091,-1.3833086132114933,-0.8121700880572763,0.024324070165667167,-1.0095008101691416,1.1083961901442625,-0.046507142579183716,4.145946679246566
092,-3.2601795135260567,2.683387153648944,-2.2481763415893368,2.8552208187470005,0.7239201210141089,-0.6291362850128156,1.7651111900022554,-0.3878551712880868,-0.19092876377377171,2.4250268406466895
091,-4.607194366174244,3.4461036184179403,1.8145043236888792,-0.7062858391459899,-0.4193738540077282,-2.9514816759217175,0.4392911563976502,0.16857818536355937,-1.4897185237698063,1.8016791995608294
101,-6.302395034603396,-0.8665318077079086,-1.880346547967877,-1.2209131528661055,-2.019936592115035,2.15563974701896,-1.9490131069888534,-1.0979543153576192,2.540841256013051,-1.2303782415848388
103,1.3929339003396009,-1.761942821858128,-3.018948951638396,-1.3280242559975368,-1.813898166180407,-0.6506065689345841,1.8574028765410717,-0.8630785996755651,0.6024549155827705,-0.32506443013136743
102,-2.768002278554101,-3.5747275466001107,-3.4668593531150895,-0.116501946282196,-2.6518623516354998,-0.005389323610227122,-2.197251968840969,-0.9955182570604002,1.233685115562039,-0.4462387696418881
111,-0.6651346534778446,3.0455813309325044,-3.9823720942195995,4.769980653132631,0.31934778648383133,-0.4352793964473123,0.7341629902838919,-0.20122191150803176,-1.0195935743635067,1.3039896843133325
112,-6.393554202644655,4.98156965585749,-4.15524953116119,2.336313691699156,-0.4991642700916788,1.232794829314532,-0.6896626945511627,-1.1244259279188953,-0.7242590582725912,2.279908648552639
113,0.38226214691516586,5.534272973155759,-5.301298827577267,6.709969011257844,0.846511908761663,-1.4554760624767598,-0.5834346843304586,-2.350390085047528,0.5158789504612564,-0.21178751963807108
121,-5.430485045487118,3.6237286576702252,0.9024331566500154,0.43969731241364685,0.3002261507833761,0.35741818399839775,0.4699749602248783,0.4197984219923033,-1.57442236796321,-0.832155232325102
123,-5.598798505900423,2.0320475517706584,0.07179570589486754,0.8937173665319204,1.587268471860747,2.121319430429151,1.3531033812474005,1.0964322708665406,-0.5700605381349818,0.6982229288092942
122,-3.569413501782475,2.9448456961439375,3.7001849508327695,-1.105039386628389,1.7720743228215792,-1.106743249347979,2.8530577707978906,0.8356669585099197,-0.7219326877084007,0.19834025625131704
131,10.093825963905386,5.525390946859475,3.2203710442260434,5.908557225480655,0.22310180773042496,0.8521794217308518,1.0644058935497578,-2.1322695892221066,-0.8414702445667197,-2.9110335640779654
133,17.972332909391927,12.065442157678714,-8.082199452286453,-0.3109563686809477,0.26145208116194707,1.3953593717392705,-0.6629745816017667,2.669550920286706,1.479174722815953,-1.5486283519266626
132,3.006205402241505,5.157325357379745,-2.3865332631734226,7.1450273321072455,-2.1758012990714968,-1.0797826634127419,-1.2138134863086631,-1.4578621557650573,0.12587757897464408,-2.3407777540312042
134,6.496146990602719,4.225335246460586,-2.6941694727833982,7.970102764149825,-2.616930204117676,-1.1196714405921913,-1.3442156665829323,0.16642934212347044,0.004115659529138698,-2.085881682653546
143,-1.781780733795292,0.1699486164086957,-0.213892167574445,-2.3122587687087957,2.4159901633952683,-1.6242814140009738,-2.2438242796120926,-1.9326748117010728,2.3926293638656233,-1.0855524115886377
142,4.8874197520750675,-1.9164862607717157,-0.4478570736977122,-3.368695061942166,2.8631020504548648,-2.4948996503737186,1.251330036596504,-1.5969463248280984,-1.7221743237456117,-0.5742981428748369
141,-2.101135081735365,-2.507609131720812,1.2551342781530264,0.4659698819045871,1.420860006265682,-1.1238658747354728,-3.054842194108833,-1.3100418124704434,-0.2140417966296625,-0.8532512674205313
144,-3.3496208232350924,-3.473447979132453,-0.9216961059587693,-1.4090376476839066,1.6036154203462438,-0.40499081862218694,-1.2394265924069199,0.7813527300707687,0.6910838506654805,-0.4346478773158227
504,-2.3335992450385965,-2.918241128289555,-0.3463625863206612,-1.6879907189101302,2.1653663400201832,-1.386229610054765,0.7427775202535863,-0.01656398945496185,-0.49809261996134324,0.0979589719826008
153,-10.661067272854611,4.44504537454702,2.95852638892329,-5.682717487613632,0.26104632708947406,1.90870517160917,-0.46172147841181543,0.472327439073882,-2.011686215896693,-0.029135239061971758
152,-11.700426910447534,6.102068132535494,2.1533648066688618,-5.778034458010725,0.8163045225458024,3.1112461243383946,-0.8734800263817911,-0.5928073196040554,1.532081087354411,1.1156195234899589
151,-4.709559341048988,1.6559440421060194,2.6277561596970433,-3.2395274847906577,0.7824656715910447,-0.7182134201300523,3.7050279944711297,0.33407685894466466,-0.8566297887940142,0.7894242616283542
163,-5.866507938952084,-0.3995872565015236,-2.8353055820593935,0.6043174074470856,0.8033120658985605,2.820435923250215,-1.0296088864216957,-0.015898336544297956,1.4905568317193925,0.3380944203673631
161,0.7400285646553895,-0.7340658158755113,-1.7793226030936518,0.24420695756007543,0.9067528427158195,0.165472057963438,2.742271791542727,-1.1256325159953757,-0.4398101049737674,1.3653727731212444
162,-1.8498233234358987,-1.581803335137323,0.0576665529580934,1.7540427269618164,1.0965206211989644,2.171761596538374,0.549193105015702,-1.1854422306119992,0.4432952431382367,0.6288976072355799
171,-5.457679683814937,-0.7408906370485676,-1.8426806406630414,1.9206822455114392,0.9825303058403052,3.5540010358188927,-1.1837498380164968,0.9024626062005907,1.3608147072864671,1.0382966019231405
172,-0.5976344145184033,2.0366863992950766,-0.8073941688738893,2.4644450190514045,5.315921957032916,-2.1166736381865108,-3.933376788770711,-2.677109310530761,2.8575071707813797,-0.5264875556151187
173,3.803968323382627,0.6107201963639992,1.259914058599599,1.9631189896289711,3.6265990705201223,-2.882084713833337,-0.8004460960890374,-3.5010343078668646,-0.25779289724474713,0.3537438314592655
175,-5.956586353800377,-0.44874952136169177,-2.2169948996399573,1.5938195465228016,0.8639327401319269,3.760771499097717,-2.229238456923653,-0.16135587072900842,1.00856816147646,0.6840189727522996
174,-1.813553020236081,-1.0323893040543235,-0.16052742779356366,2.661888402174013,2.6240229519642417,0.8875697653499223,-0.1346838209423892,-0.5883577879682684,-0.1613620592034637,1.6935582916122154
181,0.7071828801654685,-1.5321880924579179,-0.7210909623167818,0.2063959722421056,-0.2005559303771047,0.02634065748028488,2.548655892829882,-1.924003846774092,-0.8690641570117784,-1.0971425107717294
